i,percentile_column_name,month_start,num_surgeries_completed,average_session_utilisation,total_mins_overtime,total_mins_surgery_time,num_sessions_that_run_overtime,num_sessions_with_cancelled_surgeries,num_surgeries_cancelled
73,duration_50th_percentile,2015-03-01,45,0.9370860690645906,0.0,3542.1853410641525,0,5,12
74,duration_50th_percentile,2015-03-01,46,0.9324016371626467,0.0,3524.4781884748045,0,6,11
75,duration_50th_percentile,2015-03-01,46,0.9297177886478263,0.0,3514.333241088783,0,7,11
76,duration_50th_percentile,2015-03-01,48,0.9248241861076069,0.0,3495.835423486754,0,5,9
77,duration_50th_percentile,2015-03-01,47,0.9333518340671427,29.916346240809958,3557.9862790146094,1,6,10
78,duration_50th_percentile,2015-03-01,47,0.9368049412274713,19.21175579558826,3560.3344336354294,1,5,10
79,duration_50th_percentile,2015-03-01,46,0.9111430356075803,0.0,3444.1206745966538,0,6,11
80,duration_50th_percentile,2015-03-01,43,0.9313426353767043,0.0,3520.475161723942,0,6,14
81,duration_50th_percentile,2015-03-01,50,0.9282053285134783,0.0,3508.616141780948,0,5,7
82,duration_50th_percentile,2015-03-01,43,0.9425732580046312,0.0,3562.926915257506,0,7,14
83,duration_50th_percentile,2015-03-01,48,0.9535596758573314,22.97750328588313,3627.433078026596,1,5,9
84,duration_50th_percentile,2015-03-01,46,0.9241276458305567,0.0,3493.2025012395043,0,6,11
85,duration_50th_percentile,2015-03-01,51,0.942537566746422,0.0,3562.7920023014753,0,5,6
86,duration_50th_percentile,2015-03-01,50,0.9037208584171254,0.0,3416.064844816734,0,4,7
87,duration_50th_percentile,2015-03-01,43,0.9167187307163766,0.0,3465.1968021079033,0,5,14
88,duration_50th_percentile,2015-03-01,48,0.9280321471140761,0.0,3507.961516091208,0,6,9
89,duration_50th_percentile,2015-03-01,47,0.926809009678707,0.0,3503.3380565855123,0,6,10
90,duration_50th_percentile,2015-03-01,47,0.9345257754917853,15.11242016908784,3547.619851528036,1,4,10
91,duration_50th_percentile,2015-03-01,47,0.9276743755126445,0.0,3506.6091394377963,0,4,10
92,duration_50th_percentile,2015-03-01,46,0.9431403544350481,12.726549841740734,3577.797089606223,2,5,11
93,duration_50th_percentile,2015-03-01,37,0.9263083305804738,0.0,3501.445489594191,0,7,20
94,duration_50th_percentile,2015-03-01,48,0.9273789481326108,0.0,3505.4924239412694,0,6,9
95,duration_50th_percentile,2015-03-01,52,0.925674989709438,0.0,3499.0514611016756,0,4,5
96,duration_50th_percentile,2015-03-01,43,0.9421423082592296,2.8502292420378126,3564.1481544619255,1,7,14
97,duration_50th_percentile,2015-03-01,50,0.9384005365806507,7.693222268073555,3554.847250542933,1,5,7
98,duration_50th_percentile,2015-03-01,41,0.9504232148971512,0.0,3592.599752311231,0,7,16
99,duration_50th_percentile,2015-03-01,50,0.9443155485591236,35.173161627383024,3604.68593518087,1,4,7
0,duration_55th_percentile,2015-03-01,42,0.8961097222331135,0.0,3387.294750041169,0,3,4
1,duration_55th_percentile,2015-03-01,42,0.9165965574490728,0.0,3464.7349871574957,0,3,4
2,duration_55th_percentile,2015-03-01,39,0.9489231778119874,47.070135154237164,3633.9997472835503,2,5,7
3,duration_55th_percentile,2015-03-01,41,0.9139407711727471,20.393668460580898,3475.0897834935654,1,4,5
4,duration_55th_percentile,2015-03-01,38,0.9161238265029714,0.0,3462.9480641812324,0,6,8
5,duration_55th_percentile,2015-03-01,40,0.9417225688922282,3.4533986347724976,3563.1647090473953,1,5,6
6,duration_55th_percentile,2015-03-01,42,0.939552019508608,2.263701461406299,3553.770335203945,1,4,4
7,duration_55th_percentile,2015-03-01,40,0.942452877805078,189.04038850672475,3751.51226660992,1,5,6
8,duration_55th_percentile,2015-03-01,39,0.9327910515946032,32.74901270353962,3558.6991877311393,2,5,7
9,duration_55th_percentile,2015-03-01,33,0.9539253048762056,126.45087633752848,3732.2885287695854,2,6,13
10,duration_55th_percentile,2015-03-01,36,0.953489447827825,68.61081789453408,3672.800930683712,2,7,10
11,duration_55th_percentile,2015-03-01,41,0.9135723577788708,0.0,3453.3035124041317,0,3,5
12,duration_55th_percentile,2015-03-01,36,0.9674962024261637,14.427384255612196,3671.5630294265115,2,7,10
13,duration_55th_percentile,2015-03-01,42,0.8670410398216023,0.0,3277.4151305256564,0,4,4
14,duration_55th_percentile,2015-03-01,39,0.9173136164793452,0.0,3467.4454702919247,0,4,7
15,duration_55th_percentile,2015-03-01,42,0.9504765682332537,1.9931455841391426,3594.794573505838,1,3,4
16,duration_55th_percentile,2015-03-01,41,0.9377626092224072,28.104403529991032,3572.8470663906905,1,4,5
17,duration_55th_percentile,2015-03-01,38,0.8968038356615212,0.0,3389.918498800549,0,4,8
18,duration_55th_percentile,2015-03-01,39,0.9239601315547,0.0,3492.569297276767,0,4,7
19,duration_55th_percentile,2015-03-01,40,0.947057387600014,0.0,3579.8769251280537,0,3,6
20,duration_55th_percentile,2015-03-01,36,0.9230543005226873,141.37988273789506,3630.525138713653,2,6,10
21,duration_55th_percentile,2015-03-01,35,0.9613522667273449,16.546483041543752,3650.458051270908,1,7,11
22,duration_55th_percentile,2015-03-01,34,0.9340323301774053,10.715039874280365,3541.3572479448717,1,6,12
23,duration_55th_percentile,2015-03-01,39,0.9226776381894543,0.0,3487.721472356137,0,5,7
24,duration_55th_percentile,2015-03-01,40,0.9303714796871443,136.4944698182976,3653.2986630357027,1,4,6
25,duration_55th_percentile,2015-03-01,37,0.903521582237453,0.0,3415.311580857572,0,5,9
26,duration_55th_percentile,2015-03-01,39,0.9415300918463094,12.05976958261715,3571.043516761667,1,6,7
27,duration_55th_percentile,2015-03-01,39,0.9451642346211455,40.041908486308444,3612.762715354238,1,5,7
28,duration_55th_percentile,2015-03-01,39,0.9230815120665049,23.855671659497602,3513.1037872708866,1,6,7
29,duration_55th_percentile,2015-03-01,39,0.9013524270456301,0.0,3407.1121742324813,0,4,7
30,duration_55th_percentile,2015-03-01,39,0.9342469555451577,0.0,3531.4534919606954,0,6,7
31,duration_55th_percentile,2015-03-01,37,0.9511695878824368,61.86258337641891,3657.2836255720304,1,4,9
32,duration_55th_percentile,2015-03-01,35,0.9092163547781837,0.0,3436.837821061535,0,6,11
33,duration_55th_percentile,2015-03-01,40,0.9564751235061192,0.0,3615.4759668531306,0,4,6
34,duration_55th_percentile,2015-03-01,39,0.9496415684457665,0.0,3589.645128724998,0,5,7
35,duration_55th_percentile,2015-03-01,38,0.9246592025411011,2.50697714423643,3497.718762749599,1,6,8
36,duration_55th_percentile,2015-03-01,40,0.9379825323907481,0.0,3545.573972437028,0,4,6
37,duration_55th_percentile,2015-03-01,37,0.926736077838905,0.0,3503.0623742310604,0,4,9
38,duration_55th_percentile,2015-03-01,37,0.9238615171830865,0.0367222719523852,3492.2332572240193,1,6,9
39,duration_55th_percentile,2015-03-01,34,0.9442627466787813,1.5420333774051187,3570.8552158231987,1,6,12
40,duration_55th_percentile,2015-03-01,40,0.9078076806320983,0.0,3431.513032789331,0,5,6
41,duration_55th_percentile,2015-03-01,37,0.906183187264158,0.0,3425.3724478585173,0,7,9
42,duration_55th_percentile,2015-03-01,37,0.9222017341848375,4.216700704902564,3490.1392559235887,1,4,9
43,duration_55th_percentile,2015-03-01,40,0.9137101782041863,0.0,3453.824473611824,0,4,6
44,duration_55th_percentile,2015-03-01,39,0.9499504068497471,46.2670837055,3637.0796215975433,1,5,7
45,duration_55th_percentile,2015-03-01,39,0.9138968199871893,0.0,3454.5299795515757,0,6,7
46,duration_55th_percentile,2015-03-01,37,0.9175224509078549,57.73136975546731,3525.9662341871594,1,5,9
47,duration_55th_percentile,2015-03-01,35,0.94640075640923,137.26500108345022,3714.6598603103403,2,7,11
48,duration_55th_percentile,2015-03-01,41,0.9360703591462566,1.8911360951844927,3540.237093668034,1,3,5
49,duration_55th_percentile,2015-03-01,37,0.9364432550517817,39.95641770387806,3579.711921799613,1,6,9
50,duration_55th_percentile,2015-03-01,40,0.9082385263582615,0.0,3433.141629634229,0,4,6
51,duration_55th_percentile,2015-03-01,39,0.91830084288688,0.0,3471.1771861124066,0,4,7
52,duration_55th_percentile,2015-03-01,39,0.9294185460128865,30.1911709043942,3543.393274833105,2,5,7
53,duration_55th_percentile,2015-03-01,38,0.9092470019024684,0.0,3436.9536671913306,0,5,8
54,duration_55th_percentile,2015-03-01,38,0.9044160873771281,0.0,3418.692810285544,0,5,8
55,duration_55th_percentile,2015-03-01,39,0.9405859536088278,6.433232793007505,3561.8481374343764,1,4,7
56,duration_55th_percentile,2015-03-01,40,0.9061945450825774,0.0,3425.415380412143,0,6,6
57,duration_55th_percentile,2015-03-01,36,0.9234733821164129,0.0,3490.7293844000415,0,6,10
58,duration_55th_percentile,2015-03-01,35,0.9309760976369671,0.0,3519.089649067735,0,5,11
59,duration_55th_percentile,2015-03-01,39,0.8788916185911914,0.0,3322.2103182747032,0,4,7
60,duration_55th_percentile,2015-03-01,41,0.9234472702229206,0.0,3490.63068144264,0,5,5
61,duration_55th_percentile,2015-03-01,38,0.924887015747573,65.61351910972462,3561.68643863555,1,5,8
62,duration_55th_percentile,2015-03-01,44,0.9263239342792549,12.986014635656375,3514.49048621124,1,2,2
63,duration_55th_percentile,2015-03-01,40,0.8820568636806974,0.0,3334.174944713036,0,5,6
64,duration_55th_percentile,2015-03-01,41,0.8926813638041027,0.0,3374.335555179508,0,4,5
65,duration_55th_percentile,2015-03-01,40,0.9451986454464494,0.0,3572.8508797875793,0,5,6
66,duration_55th_percentile,2015-03-01,37,0.9160912971939803,0.0,3462.8251033932456,0,6,9
67,duration_55th_percentile,2015-03-01,37,0.9338177742774769,131.57019829763954,3661.401385066503,1,5,9
68,duration_55th_percentile,2015-03-01,35,0.9308687372840243,13.14871282947911,3531.8325397630906,1,6,11
69,duration_55th_percentile,2015-03-01,39,0.9385056511610443,0.0,3547.551361388747,0,4,7
70,duration_55th_percentile,2015-03-01,38,0.9134180691941021,0.0,3452.720301553705,0,5,8
71,duration_55th_percentile,2015-03-01,39,0.9537365772340997,199.93411407791962,3805.0583760228155,1,5,7
72,duration_55th_percentile,2015-03-01,39,0.9233149675865843,86.40808635329267,3576.538663830581,1,3,7
73,duration_55th_percentile,2015-03-01,39,0.949456896656985,166.45257406706423,3755.399643430467,3,4,7
74,duration_55th_percentile,2015-03-01,41,0.9196317493131063,0.0,3476.2080124035415,0,4,5
75,duration_55th_percentile,2015-03-01,42,0.9025870402296562,0.09170707982957538,3411.8707191479293,1,2,4
76,duration_55th_percentile,2015-03-01,43,0.9193630207121569,0.0,3475.192218291953,0,2,3
77,duration_55th_percentile,2015-03-01,37,0.9277403106479146,155.12800392821146,3661.986378177329,1,5,9
78,duration_55th_percentile,2015-03-01,31,0.9431952466561973,0.0,3565.278032360426,0,7,15
79,duration_55th_percentile,2015-03-01,35,0.9442096319966399,78.74760010175498,3647.860009049054,1,7,11
80,duration_55th_percentile,2015-03-01,36,0.9470991012611785,61.75138419529867,3641.785986962553,2,6,10
81,duration_55th_percentile,2015-03-01,40,0.9490582782147966,102.40444565961013,3689.844737311542,1,4,6
82,duration_55th_percentile,2015-03-01,38,0.9501185902365629,12.983135584083584,3604.4314066782913,1,5,8
83,duration_55th_percentile,2015-03-01,41,0.9023790786704071,0.0,3410.992917374139,0,4,5
84,duration_55th_percentile,2015-03-01,38,0.8865361493740996,0.0,3351.106644634097,0,4,8
85,duration_55th_percentile,2015-03-01,37,0.9182747524542444,56.716652104211676,3527.7952163812556,1,5,9
86,duration_55th_percentile,2015-03-01,38,0.9226551349882193,0.0,3487.636410255469,0,5,8
87,duration_55th_percentile,2015-03-01,37,0.9423988875136367,85.0275614208324,3647.2953562223793,2,5,9
88,duration_55th_percentile,2015-03-01,36,0.9483828603512939,13.198251853590932,3598.085463981482,1,7,10
89,duration_55th_percentile,2015-03-01,37,0.9356898740813737,0.0,3536.907724027592,0,5,9
90,duration_55th_percentile,2015-03-01,39,0.9381351869469281,0.0,3546.1510066593883,0,5,7
91,duration_55th_percentile,2015-03-01,41,0.89568253588084,0.0,3385.679985629575,0,3,5
92,duration_55th_percentile,2015-03-01,34,0.9002355104074097,0.0,3402.890229340009,0,5,12
93,duration_55th_percentile,2015-03-01,37,0.9538195494676506,116.64685494502453,3722.084751932744,3,6,9
94,duration_55th_percentile,2015-03-01,40,0.9002222588241425,0.0,3402.840138355258,0,5,6
95,duration_55th_percentile,2015-03-01,43,0.916338284711349,0.0,3463.758716208899,0,2,3
96,duration_55th_percentile,2015-03-01,36,0.9518189898991324,31.931357946707294,3629.807139765428,1,6,10
97,duration_55th_percentile,2015-03-01,38,0.8945069985583778,25.886369249080076,3407.122823799748,1,5,8
98,duration_55th_percentile,2015-03-01,37,0.9399711048900443,0.0,3553.0907764843682,0,6,9
99,duration_55th_percentile,2015-03-01,36,0.8975499727595077,0.0,3392.7388970309385,0,5,10
0,duration_60th_percentile,2015-03-01,45,0.9267916302992513,0.0,3503.272362531169,0,5,6
1,duration_60th_percentile,2015-03-01,49,0.8847613439855262,0.0,3344.397880265289,0,2,2
2,duration_60th_percentile,2015-03-01,46,0.9557936162431702,33.8589388418643,3646.758808241047,1,4,5
3,duration_60th_percentile,2015-03-01,46,0.9161808846551809,0.0,3463.163743996584,0,3,5
4,duration_60th_percentile,2015-03-01,41,0.9314929485849388,30.68266776902078,3551.7260134200897,1,6,10
5,duration_60th_percentile,2015-03-01,45,0.9313312159488627,0.0,3520.431996286701,0,6,6
6,duration_60th_percentile,2015-03-01,47,0.8910909376212743,0.0,3368.3237442084164,0,4,4
7,duration_60th_percentile,2015-03-01,42,0.9435359476018998,20.03538320925611,3586.6012651444375,1,6,9
8,duration_60th_percentile,2015-03-01,48,0.8960103802529994,0.0,3386.919237356338,0,2,3
9,duration_60th_percentile,2015-03-01,40,0.9395739114941133,76.2169545199672,3627.8063399677158,1,6,11
10,duration_60th_percentile,2015-03-01,41,0.9306198275268021,0.0,3517.7429480513115,0,6,10
11,duration_60th_percentile,2015-03-01,42,0.9043966830589437,0.0,3418.619461962807,0,5,9
12,duration_60th_percentile,2015-03-01,43,0.9426228644376861,10.992573094176691,3574.10700066863,1,6,8
13,duration_60th_percentile,2015-03-01,47,0.9055739286022596,0.0,3423.0694501165412,0,4,4
14,duration_60th_percentile,2015-03-01,45,0.929413747232114,0.0,3513.183964537391,0,4,6
15,duration_60th_percentile,2015-03-01,46,0.9043052259754971,0.0,3418.273754187379,0,3,5
16,duration_60th_percentile,2015-03-01,41,0.9357315608306482,0.0,3537.06529993985,0,4,10
17,duration_60th_percentile,2015-03-01,45,0.9217622005103011,0.0,3484.2611179289383,0,5,6
18,duration_60th_percentile,2015-03-01,46,0.9016118937280684,0.0,3408.0929582920985,0,4,5
19,duration_60th_percentile,2015-03-01,40,0.9521412683027445,0.0,3599.0939941843744,0,6,11
20,duration_60th_percentile,2015-03-01,44,0.8948086046038007,0.0,3382.376525402367,0,5,7
21,duration_60th_percentile,2015-03-01,41,0.9402331013859732,16.546483041543752,3570.627606280522,1,7,10
22,duration_60th_percentile,2015-03-01,43,0.9142506300085179,0.0,3455.8673814321983,0,5,8
23,duration_60th_percentile,2015-03-01,47,0.9479985271350228,7.851851037280426,3591.2862836076665,1,3,4
24,duration_60th_percentile,2015-03-01,43,0.9413360549761688,153.10196596514004,3711.3522537750578,2,5,8
25,duration_60th_percentile,2015-03-01,47,0.9029591776955147,0.0,3413.185691689045,0,4,4
26,duration_60th_percentile,2015-03-01,46,0.9103067530814662,0.0,3440.9595266479428,0,4,5
27,duration_60th_percentile,2015-03-01,43,0.9245912280158015,0.0,3494.95484189973,0,6,8
28,duration_60th_percentile,2015-03-01,45,0.9276094830309172,12.312698068903842,3518.6765439257706,1,4,6
29,duration_60th_percentile,2015-03-01,45,0.9143032990142755,0.0,3456.0664702739614,0,3,6
30,duration_60th_percentile,2015-03-01,46,0.9147783814444065,0.0,3457.862281859857,0,4,5
31,duration_60th_percentile,2015-03-01,46,0.9028742945047339,0.0,3412.8648332278945,0,4,5
32,duration_60th_percentile,2015-03-01,43,0.926843374568463,0.0,3503.467955868791,0,5,8
33,duration_60th_percentile,2015-03-01,47,0.922697628496269,0.0,3487.797035715897,0,2,4
34,duration_60th_percentile,2015-03-01,48,0.9086640457565485,0.0,3434.750092959753,0,3,3
35,duration_60th_percentile,2015-03-01,46,0.9245028030686532,20.608866048999744,3515.2294616485087,1,4,5
36,duration_60th_percentile,2015-03-01,45,0.9530347040003769,0.318574374354057,3602.789755495779,1,4,6
37,duration_60th_percentile,2015-03-01,44,0.9008448129869912,0.0,3405.1933930908262,0,4,7
38,duration_60th_percentile,2015-03-01,45,0.9357976267378371,0.0367222719523852,3537.3517513409765,1,4,6
39,duration_60th_percentile,2015-03-01,39,0.9481775506110429,10.11677176840385,3594.2279130781462,1,7,12
40,duration_60th_percentile,2015-03-01,44,0.8769915132689726,0.0,3315.0279201567164,0,4,7
41,duration_60th_percentile,2015-03-01,46,0.9197199356485516,0.0,3476.541356751525,0,4,5
42,duration_60th_percentile,2015-03-01,48,0.9200125116980941,0.0,3477.6472942187957,0,3,3
43,duration_60th_percentile,2015-03-01,43,0.9407190246806871,0.0,3555.9179132929976,0,5,8
44,duration_60th_percentile,2015-03-01,42,0.9276154071478218,46.2670837055,3552.6533227242667,1,4,9
45,duration_60th_percentile,2015-03-01,45,0.8947832225304708,0.0,3382.2805811651797,0,4,6
46,duration_60th_percentile,2015-03-01,46,0.9505305686061739,57.73136975546731,3650.736919086805,1,4,5
47,duration_60th_percentile,2015-03-01,42,0.9526812563258413,2.374546837410435,3603.50969574909,1,6,9
48,duration_60th_percentile,2015-03-01,48,0.9216837446167145,0.0,3483.964554651181,0,3,3
49,duration_60th_percentile,2015-03-01,44,0.9265771369440767,0.0,3502.4615776486103,0,4,7
50,duration_60th_percentile,2015-03-01,46,0.8814413954472371,0.0,3331.848474790556,0,4,5
51,duration_60th_percentile,2015-03-01,50,0.896599536631025,0.0,3389.146248465274,0,1,1
52,duration_60th_percentile,2015-03-01,43,0.9102402089968705,0.0,3440.7079900081703,0,5,8
53,duration_60th_percentile,2015-03-01,46,0.9283219728035016,13.054381944438205,3522.111439141674,1,4,5
54,duration_60th_percentile,2015-03-01,47,0.9135066077640283,0.0,3453.054977348027,0,3,4
55,duration_60th_percentile,2015-03-01,44,0.9442955663081295,6.433232793007505,3575.870473437737,1,5,7
56,duration_60th_percentile,2015-03-01,47,0.9040818468485029,0.0,3417.4293810873414,0,3,4
57,duration_60th_percentile,2015-03-01,44,0.9213649370221616,0.0,3482.7594619437705,0,3,7
58,duration_60th_percentile,2015-03-01,47,0.9031760846352351,0.0,3414.0055999211886,0,3,4
59,duration_60th_percentile,2015-03-01,48,0.8791526508407941,0.0,3323.1970201782005,0,2,3
60,duration_60th_percentile,2015-03-01,49,0.9032913662206926,0.0,3414.441364314218,0,2,2
61,duration_60th_percentile,2015-03-01,44,0.9194806209664835,0.0,3475.636747253308,0,5,7
62,duration_60th_percentile,2015-03-01,45,0.9271182446175695,0.0,3504.506964654412,0,4,6
63,duration_60th_percentile,2015-03-01,41,0.8959573935417371,14.55063749925057,3401.269585087017,1,6,10
64,duration_60th_percentile,2015-03-01,44,0.9220395213159343,0.0,3485.3093905742317,0,4,7
65,duration_60th_percentile,2015-03-01,43,0.950267412018435,0.0,3592.0108174296847,0,5,8
66,duration_60th_percentile,2015-03-01,48,0.9179951878875823,5.6338018889370005,3475.655612103998,1,3,3
67,duration_60th_percentile,2015-03-01,43,0.9085235090362515,0.0,3434.2188641570306,0,4,8
68,duration_60th_percentile,2015-03-01,43,0.9270603486841258,0.0,3504.2881180259956,0,5,8
69,duration_60th_percentile,2015-03-01,44,0.9372216722769716,5.613298601906649,3548.3112198088584,1,5,7
70,duration_60th_percentile,2015-03-01,48,0.9289279967968443,0.0,3511.347827892072,0,3,3
71,duration_60th_percentile,2015-03-01,41,0.9254489122810609,5.336045818241473,3503.5329342406517,1,6,10
72,duration_60th_percentile,2015-03-01,42,0.955498155526552,86.40808635329267,3698.1911142436593,1,6,9
73,duration_60th_percentile,2015-03-01,43,0.8880535952101708,0.0,3356.842589894445,0,3,8
74,duration_60th_percentile,2015-03-01,43,0.9135508441990178,0.0,3453.2221910722865,0,4,8
75,duration_60th_percentile,2015-03-01,48,0.896394599629138,0.0,3388.371586598141,0,2,3
76,duration_60th_percentile,2015-03-01,43,0.901826780299933,0.0,3408.905229533747,0,5,8
77,duration_60th_percentile,2015-03-01,41,0.9388386265410888,155.12800392821146,3703.9380122535276,1,5,10
78,duration_60th_percentile,2015-03-01,43,0.9362284571081314,0.0,3538.943567868738,0,6,8
79,duration_60th_percentile,2015-03-01,44,0.9215514617712347,0.0,3483.464525495267,0,4,7
80,duration_60th_percentile,2015-03-01,47,0.9156875371168398,0.0,3461.298890301655,0,3,4
81,duration_60th_percentile,2015-03-01,48,0.9373884198560309,12.622063347735775,3555.9502904035326,1,3,3
82,duration_60th_percentile,2015-03-01,44,0.9303360080312943,0.0,3516.6701103582923,0,5,7
83,duration_60th_percentile,2015-03-01,42,0.9139310575761093,0.0,3454.6593976376926,0,5,9
84,duration_60th_percentile,2015-03-01,45,0.9169861105032003,0.0,3466.207497702097,0,4,6
85,duration_60th_percentile,2015-03-01,45,0.9157257202174509,56.716652104211676,3518.1598745261763,1,4,6
86,duration_60th_percentile,2015-03-01,45,0.9206505906507855,0.0,3480.0592326599694,0,4,6
87,duration_60th_percentile,2015-03-01,41,0.9125035192844558,0.0,3449.2633028952437,0,5,10
88,duration_60th_percentile,2015-03-01,44,0.8961028425201116,0.0,3387.2687447260214,0,4,7
89,duration_60th_percentile,2015-03-01,42,0.9281018114330555,0.0,3508.2248472169495,0,5,9
90,duration_60th_percentile,2015-03-01,49,0.9028309664914694,0.0,3412.701053337754,0,1,2
91,duration_60th_percentile,2015-03-01,46,0.8857179478139222,0.0,3348.0138427366264,0,4,5
92,duration_60th_percentile,2015-03-01,37,0.9259479951965044,6.641115644568117,3506.7245374873546,1,6,14
93,duration_60th_percentile,2015-03-01,43,0.9340882896467498,20.30991381763431,3551.163648682348,2,5,8
94,duration_60th_percentile,2015-03-01,48,0.8930368859364116,0.0,3375.6794288396354,0,2,3
95,duration_60th_percentile,2015-03-01,50,0.8959761029016792,0.0,3386.7896689683475,0,1,1
96,duration_60th_percentile,2015-03-01,41,0.9229618728090209,0.0,3488.795879218099,0,7,10
97,duration_60th_percentile,2015-03-01,45,0.9377531458059957,10.321934784254267,3555.0288259309177,1,4,6
98,duration_60th_percentile,2015-03-01,42,0.9387665477813197,13.75549414736463,3562.2930447607528,1,5,9
99,duration_60th_percentile,2015-03-01,42,0.9019973870269282,0.0,3409.550122961789,0,6,9
0,duration_65th_percentile,2015-03-01,50,0.9157278805668303,0.0,3461.4513885426186,0,3,4
1,duration_65th_percentile,2015-03-01,50,0.9057176437817936,0.0,3423.6126934951794,0,4,4
2,duration_65th_percentile,2015-03-01,52,0.9207673788476743,22.83365517464722,3503.3343472188562,1,2,2
3,duration_65th_percentile,2015-03-01,53,0.8904027329882045,0.0,3365.722330695413,0,1,1
4,duration_65th_percentile,2015-03-01,48,0.9189115314228066,0.0,3473.4855887782082,0,4,6
5,duration_65th_percentile,2015-03-01,51,0.8884596025635297,0.0,3358.3772976901428,0,3,3
6,duration_65th_percentile,2015-03-01,51,0.8660657960567676,0.0,3273.728709094581,0,2,3
7,duration_65th_percentile,2015-03-01,49,0.9040046942740708,0.0,3417.137744355988,0,3,5
8,duration_65th_percentile,2015-03-01,52,0.8844767097227407,0.0,3343.3219627519597,0,2,2
9,duration_65th_percentile,2015-03-01,47,0.9141543155249058,0.0,3455.503312684144,0,5,7
10,duration_65th_percentile,2015-03-01,47,0.9234236296327323,0.0,3490.541320011728,0,5,7
11,duration_65th_percentile,2015-03-01,47,0.9318942024395243,0.0,3522.5600852214016,0,4,7
12,duration_65th_percentile,2015-03-01,48,0.89549524624618,0.0,3384.9720308105607,0,5,6
13,duration_65th_percentile,2015-03-01,51,0.8946065015320339,0.0,3381.612575791089,0,3,3
14,duration_65th_percentile,2015-03-01,48,0.9208497289223739,0.0,3480.8119753265737,0,6,6
15,duration_65th_percentile,2015-03-01,49,0.9295839005798534,0.0,3513.8271441918464,0,4,5
16,duration_65th_percentile,2015-03-01,50,0.9336786413883382,0.0,3529.3052644479176,0,3,4
17,duration_65th_percentile,2015-03-01,51,0.8694249228181042,0.0,3286.4262082524338,0,2,3
18,duration_65th_percentile,2015-03-01,49,0.8923381501161175,0.0,3373.038207438925,0,4,5
19,duration_65th_percentile,2015-03-01,49,0.9031594563549427,0.0,3413.942745021683,0,4,5
20,duration_65th_percentile,2015-03-01,49,0.9211732861899462,0.0,3482.0350217979967,0,2,5
21,duration_65th_percentile,2015-03-01,49,0.9086663268904261,19.851808386076414,3454.6105240318875,1,2,5
22,duration_65th_percentile,2015-03-01,49,0.8853543984750839,0.0,3346.6396262358176,0,4,5
23,duration_65th_percentile,2015-03-01,52,0.8882847752414006,0.0,3357.716450412494,0,2,2
24,duration_65th_percentile,2015-03-01,49,0.9019284858883804,0.0,3409.289676658078,0,3,5
25,duration_65th_percentile,2015-03-01,46,0.9125144288725429,0.0,3449.3045411382122,0,5,8
26,duration_65th_percentile,2015-03-01,52,0.9216174664911859,0.0,3483.7140233366827,0,2,2
27,duration_65th_percentile,2015-03-01,49,0.9138652996364839,0.0,3454.4108326259093,0,4,5
28,duration_65th_percentile,2015-03-01,46,0.9255017572787223,0.0,3498.3966425135704,0,6,8
29,duration_65th_percentile,2015-03-01,50,0.8954164983705415,0.0,3384.674363840647,0,3,4
30,duration_65th_percentile,2015-03-01,52,0.940398260934886,0.0,3554.705426333869,0,2,2
31,duration_65th_percentile,2015-03-01,46,0.9375761807414699,46.16164555395403,3590.1996087567095,1,5,8
32,duration_65th_percentile,2015-03-01,51,0.9154215926856942,0.0,3460.293620351924,0,2,3
33,duration_65th_percentile,2015-03-01,52,0.9194509601449036,0.0,3475.5246293477353,0,2,2
34,duration_65th_percentile,2015-03-01,50,0.9174990811531762,0.0,3468.146526759006,0,4,4
35,duration_65th_percentile,2015-03-01,52,0.9042195598496419,0.0,3417.9499362316456,0,2,2
36,duration_65th_percentile,2015-03-01,51,0.8970561320021206,0.0,3390.872178968016,0,3,3
37,duration_65th_percentile,2015-03-01,47,0.9255722923679753,0.0,3498.663265150947,0,5,7
38,duration_65th_percentile,2015-03-01,44,0.9067656878808741,0.0,3427.574300189704,0,5,10
39,duration_65th_percentile,2015-03-01,48,0.9152420885743558,0.0,3459.615094811065,0,4,6
40,duration_65th_percentile,2015-03-01,52,0.8898058147827198,0.0,3363.4659798786806,0,1,2
41,duration_65th_percentile,2015-03-01,49,0.9065762264039782,0.0,3426.858135807038,0,4,5
42,duration_65th_percentile,2015-03-01,48,0.9598798483934331,7.369319241491326,3635.7151461686685,1,3,6
43,duration_65th_percentile,2015-03-01,49,0.9151217652273639,0.0,3459.1602725594353,0,3,5
44,duration_65th_percentile,2015-03-01,48,0.9124710143718703,0.0,3449.14043432567,0,3,6
45,duration_65th_percentile,2015-03-01,52,0.9194628264264494,0.0,3475.569483891979,0,1,2
46,duration_65th_percentile,2015-03-01,45,0.9264897033081138,0.0,3502.1310785046694,0,5,9
47,duration_65th_percentile,2015-03-01,48,0.941686362335129,2.178310165827156,3561.752759792615,1,4,6
48,duration_65th_percentile,2015-03-01,49,0.9316364885138605,7.179998593529604,3528.7659251759223,1,4,5
49,duration_65th_percentile,2015-03-01,53,0.9201420216686106,0.0,3478.1368419073483,0,1,1
50,duration_65th_percentile,2015-03-01,46,0.9363839427165876,0.0,3539.5313034687015,0,5,8
51,duration_65th_percentile,2015-03-01,51,0.9069250642007743,0.0,3428.1767426789265,0,2,3
