i,percentile_column_name,month_start,num_surgeries_completed,average_session_utilisation,total_mins_overtime,total_mins_surgery_time,num_sessions_that_run_overtime,num_sessions_with_cancelled_surgeries,num_surgeries_cancelled
91,duration_45th_percentile,2015-03-01,42,0.920247538234414,0.31543381077756294,3478.851128336862,1,4,7
92,duration_45th_percentile,2015-03-01,40,0.9178982586546331,0.0,3469.6554177145135,0,5,9
93,duration_45th_percentile,2015-03-01,27,0.9425659158459464,27.127843906138764,3590.027005803816,1,7,22
94,duration_45th_percentile,2015-03-01,36,0.9206206948073188,3.1176551065299236,3483.0638814781946,1,5,13
95,duration_45th_percentile,2015-03-01,35,0.9356029712370749,0.0,3536.5792312761428,0,5,14
96,duration_45th_percentile,2015-03-01,32,0.9562357957543158,29.970385462346144,3644.5416934136597,2,7,17
97,duration_45th_percentile,2015-03-01,37,0.9323116099794678,1.523596474879355,3525.6614821972676,1,6,12
98,duration_45th_percentile,2015-03-01,32,0.9556973733294194,53.911058647634036,3666.4471298328394,2,6,17
99,duration_45th_percentile,2015-03-01,42,0.9367487865699883,0.0,3540.9104132345556,0,5,7
0,duration_50th_percentile,2015-03-01,46,0.9221091922310168,11.819638883949892,3497.3923855171934,1,7,11
1,duration_50th_percentile,2015-03-01,50,0.942463601565419,0.0,3562.512413917284,0,4,7
2,duration_50th_percentile,2015-03-01,48,0.9405522097270468,0.0,3555.287352768237,0,6,9
3,duration_50th_percentile,2015-03-01,51,0.9480263605507492,0.0,3583.5396428818317,0,5,6
4,duration_50th_percentile,2015-03-01,45,0.897650411789067,0.0,3393.118556562673,0,6,12
5,duration_50th_percentile,2015-03-01,46,0.9447687477081501,0.0,3571.2258663368066,0,6,11
6,duration_50th_percentile,2015-03-01,43,0.9497577905270053,4.459466563585352,3594.543914755665,1,7,14
7,duration_50th_percentile,2015-03-01,42,0.9327500892155657,5.059257227756461,3530.8545944625944,1,7,15
8,duration_50th_percentile,2015-03-01,50,0.9312087930605536,0.0,3519.9692377688916,0,5,7
9,duration_50th_percentile,2015-03-01,46,0.9266909493895739,0.0,3502.891788692589,0,6,11
10,duration_50th_percentile,2015-03-01,41,0.9380075813789427,79.67460844806385,3625.343266060467,1,7,16
11,duration_50th_percentile,2015-03-01,48,0.9483742730121235,2.808856121743929,3587.6636081075712,1,7,9
12,duration_50th_percentile,2015-03-01,47,0.9336343592185695,0.0,3529.1378778461926,0,5,10
13,duration_50th_percentile,2015-03-01,48,0.9372174332581381,0.0,3542.681897715762,0,6,9
14,duration_50th_percentile,2015-03-01,44,0.92871930071312,20.666729074886916,3531.22568577048,1,5,13
15,duration_50th_percentile,2015-03-01,50,0.9578864097845756,0.0,3620.810628985696,0,5,7
16,duration_50th_percentile,2015-03-01,40,0.9088087556629107,0.0,3435.297096405803,0,6,17
17,duration_50th_percentile,2015-03-01,51,0.9471288679468985,3.217099884395452,3583.3642207236717,1,5,6
18,duration_50th_percentile,2015-03-01,49,0.9448726425599457,0.0,3571.6185888765954,0,5,8
19,duration_50th_percentile,2015-03-01,45,0.9179158208450182,0.0,3469.721802794169,0,6,12
20,duration_50th_percentile,2015-03-01,45,0.9335336700756331,0.0,3528.757272885893,0,7,12
21,duration_50th_percentile,2015-03-01,43,0.9347690138960095,0.0,3533.426872526916,0,7,14
22,duration_50th_percentile,2015-03-01,44,0.9468728527917826,0.0,3579.1793835529375,0,7,13
23,duration_50th_percentile,2015-03-01,49,0.9220856387288061,0.0,3485.483714394888,0,5,8
24,duration_50th_percentile,2015-03-01,49,0.900830926031207,0.0,3405.1409003979625,0,6,8
25,duration_50th_percentile,2015-03-01,45,0.9377990698977395,0.0,3544.8804842134555,0,5,12
26,duration_50th_percentile,2015-03-01,46,0.9167485638162917,0.0,3465.3095712255827,0,5,11
27,duration_50th_percentile,2015-03-01,41,0.9245817557488035,0.0,3494.9190367304773,0,7,16
28,duration_50th_percentile,2015-03-01,46,0.9630286259766629,0.0,3640.2482061917854,0,5,11
29,duration_50th_percentile,2015-03-01,45,0.929575566471607,0.0,3513.7956412626745,0,6,12
30,duration_50th_percentile,2015-03-01,46,0.9287595635304164,0.0,3510.711150144974,0,5,11
31,duration_50th_percentile,2015-03-01,50,0.9273884909251945,0.0,3505.528495697235,0,5,7
32,duration_50th_percentile,2015-03-01,47,0.9258060353275177,0.0,3499.546813538017,0,6,10
33,duration_50th_percentile,2015-03-01,50,0.9229741093843631,0.0,3488.842133472893,0,5,7
34,duration_50th_percentile,2015-03-01,41,0.9231524379619758,0.0,3489.516215496268,0,6,16
35,duration_50th_percentile,2015-03-01,48,0.9319808898278664,0.0,3522.887763549335,0,6,9
36,duration_50th_percentile,2015-03-01,42,0.9306035774227405,0.0,3517.68152265796,0,6,15
37,duration_50th_percentile,2015-03-01,40,0.9523347258799458,70.06765169583184,3669.892915522027,1,6,17
38,duration_50th_percentile,2015-03-01,45,0.9262826784768163,0.0,3501.348524642365,0,7,12
39,duration_50th_percentile,2015-03-01,40,0.939374459316252,0.0,3550.8354562154327,0,7,17
40,duration_50th_percentile,2015-03-01,39,0.9353510264567308,0.0,3535.6268800064427,0,7,18
41,duration_50th_percentile,2015-03-01,43,0.9390957463531663,0.0,3549.781921214969,0,7,14
42,duration_50th_percentile,2015-03-01,49,0.9419200266805074,7.651917195680198,3568.1096180479985,1,6,8
43,duration_50th_percentile,2015-03-01,43,0.9302275553557188,0.0,3516.260159244617,0,6,14
44,duration_50th_percentile,2015-03-01,46,0.9505953980578095,0.0,3593.2506046585204,0,6,11
45,duration_50th_percentile,2015-03-01,43,0.9228558447219112,0.0,3488.395093048824,0,6,14
46,duration_50th_percentile,2015-03-01,49,0.9085801890378985,0.0,3434.433114563256,0,5,8
47,duration_50th_percentile,2015-03-01,44,0.9400442477049572,6.488088419697192,3559.8553447444356,1,7,13
48,duration_50th_percentile,2015-03-01,46,0.9233440365470807,0.0,3490.240458147965,0,6,11
49,duration_50th_percentile,2015-03-01,46,0.938660372398114,2.171137843552742,3550.3073455084236,1,4,11
50,duration_50th_percentile,2015-03-01,48,0.9301026526269153,0.0,3515.7880269297398,0,5,9
51,duration_50th_percentile,2015-03-01,50,0.9435132999116274,0.0,3566.4802736659512,0,5,7
52,duration_50th_percentile,2015-03-01,41,0.9373374838805686,0.0,3543.135689068549,0,7,16
53,duration_50th_percentile,2015-03-01,49,0.9422686598040936,3.524309124334536,3565.299843183808,1,6,8
54,duration_50th_percentile,2015-03-01,47,0.92198592131998,0.0,3485.1067825895243,0,6,10
55,duration_50th_percentile,2015-03-01,47,0.9230965147502683,0.0,3489.3048257560145,0,7,10
56,duration_50th_percentile,2015-03-01,50,0.8946128078402965,0.0,3381.636413636321,0,6,7
57,duration_50th_percentile,2015-03-01,49,0.9271160115136639,0.0,3504.498523521649,0,5,8
58,duration_50th_percentile,2015-03-01,45,0.9253515762558013,0.0,3497.828958246929,0,6,12
59,duration_50th_percentile,2015-03-01,46,0.9101867013203668,41.07954910735066,3481.5852800983375,1,5,11
60,duration_50th_percentile,2015-03-01,50,0.9341925391920016,0.0,3531.2477981457664,0,4,7
61,duration_50th_percentile,2015-03-01,44,0.924236451424047,0.0,3493.6137863828976,0,6,13
62,duration_50th_percentile,2015-03-01,46,0.9392494113292474,2.5441446654439233,3552.906919489999,1,6,11
63,duration_50th_percentile,2015-03-01,44,0.9273163409937918,9.093930834152047,3514.3496997906846,1,6,13
64,duration_50th_percentile,2015-03-01,43,0.9237005715048491,0.0,3491.5881602883296,0,7,14
65,duration_50th_percentile,2015-03-01,46,0.9498098279891357,41.877004109275276,3632.158153908208,1,7,11
66,duration_50th_percentile,2015-03-01,46,0.9371368581412466,0.0,3542.377323773912,0,7,11
67,duration_50th_percentile,2015-03-01,38,0.9032402062381343,0.0,3414.2479795801473,0,7,19
68,duration_50th_percentile,2015-03-01,43,0.9226768456355038,0.0,3487.718476502204,0,6,14
69,duration_50th_percentile,2015-03-01,45,0.9668994943548199,34.28860160836598,3689.1686902695856,1,5,12
70,duration_50th_percentile,2015-03-01,42,0.9275861265818485,0.0,3506.275558479387,0,7,15
71,duration_50th_percentile,2015-03-01,42,0.9106259478018285,0.0,3442.166082690912,0,5,15
72,duration_50th_percentile,2015-03-01,48,0.9247840199116991,0.0,3495.683595266223,0,6,9
