i,percentile_column_name,month_start,num_surgeries_completed,average_session_utilisation,total_mins_overtime,num_sessions_that_run_overtime,num_sessions_with_cancelled_surgeries,num_surgeries_cancelled
172,duration_40th_percentile,2015-03-01,54,0.9958044057361323,107.42247237723473,6,4,4
173,duration_40th_percentile,2015-03-01,51,0.9884428403240341,35.17684365408252,3,6,6
174,duration_40th_percentile,2015-03-01,49,0.9935725364815637,37.44469541085107,4,7,7
175,duration_40th_percentile,2015-03-01,51,0.9915038256044527,108.21012886074016,6,6,6
176,duration_40th_percentile,2015-03-01,50,0.9875328525062679,17.968384247464996,2,6,6
177,duration_40th_percentile,2015-03-01,50,0.9974764404870454,77.61780378785863,6,6,6
178,duration_40th_percentile,2015-03-01,46,0.9974406371668328,133.38205156353695,5,4,4
179,duration_40th_percentile,2015-03-01,51,0.9800019254756195,68.48493564473154,2,6,6
180,duration_40th_percentile,2015-03-01,48,0.9565064025371358,15.515773933626065,1,5,5
181,duration_40th_percentile,2015-03-01,45,0.980849189044329,28.860088152886078,2,6,6
182,duration_40th_percentile,2015-03-01,49,0.9906305942910432,63.76869057828628,3,5,5
183,duration_40th_percentile,2015-03-01,48,0.9820515388513568,16.565863353607938,3,7,7
184,duration_40th_percentile,2015-03-01,50,0.9883112328070792,68.81455541043158,3,6,6
185,duration_40th_percentile,2015-03-01,49,0.9847942303723191,27.363128786184348,2,6,6
186,duration_40th_percentile,2015-03-01,50,0.9991175088867611,108.36136722967137,6,4,4
187,duration_40th_percentile,2015-03-01,46,0.9948844241279823,54.731812573196294,4,7,7
188,duration_40th_percentile,2015-03-01,48,0.976673717972598,100.73388965174263,4,6,6
189,duration_40th_percentile,2015-03-01,48,0.9845095424607903,30.238880460475116,2,6,6
190,duration_40th_percentile,2015-03-01,49,0.9922914814680871,132.157347945212,5,6,6
191,duration_40th_percentile,2015-03-01,48,0.9886796032766801,77.30759444867385,4,5,5
192,duration_40th_percentile,2015-03-01,49,0.9937931570162689,96.1865953602271,5,6,6
193,duration_40th_percentile,2015-03-01,49,0.9901371086637039,117.24176829776957,4,6,6
194,duration_40th_percentile,2015-03-01,49,0.9800113480849122,61.75616575534457,3,6,6
195,duration_40th_percentile,2015-03-01,50,0.9994485100481113,110.34775370660395,6,6,6
196,duration_40th_percentile,2015-03-01,53,0.9959359148995043,90.5129162754896,5,5,5
197,duration_40th_percentile,2015-03-01,53,0.9736126577938707,17.124164748387557,3,5,5
198,duration_40th_percentile,2015-03-01,44,0.9852902540166052,46.50734324997018,3,7,7
199,duration_40th_percentile,2015-03-01,54,0.9909232627137856,115.330577946282,5,5,5
200,duration_40th_percentile,2015-03-01,49,0.9918391368395102,119.01294117318196,5,5,5
201,duration_40th_percentile,2015-03-01,52,0.9934933845645736,70.2045692049436,4,5,5
202,duration_40th_percentile,2015-03-01,51,0.9886859229628432,64.22153714193746,4,5,5
203,duration_40th_percentile,2015-03-01,49,0.9713908595356562,0.0,0,5,5
204,duration_40th_percentile,2015-03-01,50,0.9964256226710013,101.66751809361176,6,6,6
205,duration_40th_percentile,2015-03-01,50,0.9786152591202918,48.291546481494265,3,4,4
206,duration_40th_percentile,2015-03-01,50,0.9935198932520566,90.47596978278796,5,5,5
207,duration_40th_percentile,2015-03-01,46,0.9933666257970846,96.52839916863229,5,7,7
208,duration_40th_percentile,2015-03-01,41,0.9890901014879174,99.55956331486323,4,7,7
209,duration_40th_percentile,2015-03-01,51,0.991366630544045,66.34781102802424,3,7,7
210,duration_40th_percentile,2015-03-01,49,0.9976219263962613,106.27655117772474,5,6,6
211,duration_40th_percentile,2015-03-01,51,0.9754902989880827,18.636002555347886,3,5,5
212,duration_40th_percentile,2015-03-01,51,0.9927161482132251,66.6718364999117,4,6,6
213,duration_40th_percentile,2015-03-01,50,0.9828320782246788,23.560889012121493,3,5,5
214,duration_40th_percentile,2015-03-01,50,0.9960496834492417,135.97854186724385,5,7,7
215,duration_40th_percentile,2015-03-01,50,0.9878408431522395,67.81613079192516,4,6,6
216,duration_40th_percentile,2015-03-01,54,0.988342243898723,65.57592697557982,4,5,5
217,duration_40th_percentile,2015-03-01,53,0.9847579723774944,45.79055988586879,4,5,5
218,duration_40th_percentile,2015-03-01,43,0.9857224467385242,61.636103785343835,4,6,6
