i,percentile_column_name,month_start,num_surgeries_completed,average_session_utilisation,total_mins_overtime,num_sessions_that_run_overtime,num_sessions_with_cancelled_surgeries,num_surgeries_cancelled
94,duration_45th_percentile,1/03/2015,52,0.998625134,87.35699344,5,2,2
95,duration_45th_percentile,1/03/2015,45,0.99443284,112.1745233,4,6,6
96,duration_45th_percentile,1/03/2015,47,0.98406107,31.4665753,2,5,5
97,duration_45th_percentile,1/03/2015,45,0.989557853,55.10607132,3,6,6
98,duration_45th_percentile,1/03/2015,47,0.958711324,9.434899854,1,5,5
99,duration_45th_percentile,1/03/2015,44,0.987154993,67.85020054,3,7,7
0,duration_45th_percentile,1/04/2015,57,0.991858717,115.204842,4,7,7
1,duration_45th_percentile,1/04/2015,55,0.969486457,27.61370785,2,6,6
2,duration_45th_percentile,1/04/2015,57,0.995830425,205.0165538,6,6,6
3,duration_45th_percentile,1/04/2015,59,0.975023748,174.7426121,6,6,6
4,duration_45th_percentile,1/04/2015,61,0.990032967,86.36401728,5,5,5
5,duration_45th_percentile,1/04/2015,60,0.992717797,74.24970917,6,6,6
6,duration_45th_percentile,1/04/2015,62,0.968391289,58.72058128,4,5,5
7,duration_45th_percentile,1/04/2015,58,0.993952822,179.5619066,6,6,6
8,duration_45th_percentile,1/04/2015,55,0.936851728,55.67702661,2,6,6
9,duration_45th_percentile,1/04/2015,56,0.977232357,61.53484422,2,6,6
10,duration_45th_percentile,1/04/2015,56,0.975395192,6.386553177,1,7,7
11,duration_45th_percentile,1/04/2015,59,0.979089013,12.83209898,1,5,5
12,duration_45th_percentile,1/04/2015,55,0.962038599,65.62800966,3,7,7
13,duration_45th_percentile,1/04/2015,52,0.962730323,54.33386415,3,7,7
14,duration_45th_percentile,1/04/2015,58,0.996809371,156.5101976,7,5,5
15,duration_45th_percentile,1/04/2015,58,0.980435949,87.45826908,5,6,6
16,duration_45th_percentile,1/04/2015,59,0.98896385,125.3709043,6,7,7
17,duration_45th_percentile,1/04/2015,54,0.966144403,83.40982644,5,8,8
18,duration_45th_percentile,1/04/2015,58,0.999520258,72.58494988,7,6,6
19,duration_45th_percentile,1/04/2015,51,0.97597426,58.73389782,2,7,7
20,duration_45th_percentile,1/04/2015,62,0.983004584,27.38661112,2,4,4
21,duration_45th_percentile,1/04/2015,59,0.972803831,117.8010166,4,4,4
22,duration_45th_percentile,1/04/2015,57,0.970469743,70.80852377,3,4,4
23,duration_45th_percentile,1/04/2015,56,0.975448139,27.38951749,5,7,7
24,duration_45th_percentile,1/04/2015,61,0.976075549,38.28198484,2,3,3
25,duration_45th_percentile,1/04/2015,58,0.96017299,171.5542997,6,6,6
26,duration_45th_percentile,1/04/2015,60,0.979357261,86.48346652,4,5,5
27,duration_45th_percentile,1/04/2015,57,0.988250693,48.88422143,4,6,6
28,duration_45th_percentile,1/04/2015,57,0.994376702,109.1156089,6,8,8
29,duration_45th_percentile,1/04/2015,57,0.979167368,104.8953323,5,4,4
30,duration_45th_percentile,1/04/2015,59,0.997444019,118.914353,6,4,4
31,duration_45th_percentile,1/04/2015,58,0.968459427,69.57563406,3,5,5
32,duration_45th_percentile,1/04/2015,58,0.982425558,76.90474393,4,5,5
33,duration_45th_percentile,1/04/2015,56,0.984636112,81.08764776,4,6,6
34,duration_45th_percentile,1/04/2015,58,0.999870442,156.1676218,7,7,7
35,duration_45th_percentile,1/04/2015,59,0.967831723,5.865068666,1,6,6
36,duration_45th_percentile,1/04/2015,56,0.991411987,45.11068693,4,5,5
37,duration_45th_percentile,1/04/2015,61,0.985103589,80.91284125,4,3,3
38,duration_45th_percentile,1/04/2015,60,0.989364123,185.8272961,5,5,5
39,duration_45th_percentile,1/04/2015,56,0.956715953,52.18536124,4,7,7
40,duration_45th_percentile,1/04/2015,55,0.965264401,33.20740981,2,6,6
41,duration_45th_percentile,1/04/2015,59,0.973588248,46.68492983,5,5,5
42,duration_45th_percentile,1/04/2015,59,0.977779212,94.63479571,5,5,5
43,duration_45th_percentile,1/04/2015,60,0.990203558,47.87725691,3,5,5
44,duration_45th_percentile,1/04/2015,57,0.979393255,30.00867747,2,5,5
45,duration_45th_percentile,1/04/2015,60,0.981674639,39.41123778,2,6,6
46,duration_45th_percentile,1/04/2015,55,0.977006342,49.42816613,4,7,7
47,duration_45th_percentile,1/04/2015,63,0.976419194,34.36136827,4,3,3
48,duration_45th_percentile,1/04/2015,59,0.971030571,44.63174214,2,6,6
49,duration_45th_percentile,1/04/2015,55,0.973258774,64.42566842,2,7,7
50,duration_45th_percentile,1/04/2015,56,0.97800706,29.19783802,3,5,5
51,duration_45th_percentile,1/04/2015,63,0.985319584,89.7666394,5,4,4
52,duration_45th_percentile,1/04/2015,56,0.986743615,52.60020207,4,7,7
53,duration_45th_percentile,1/04/2015,60,0.989294104,77.88044255,4,4,4
54,duration_45th_percentile,1/04/2015,56,0.948112595,96.71404294,5,7,7
55,duration_45th_percentile,1/04/2015,56,0.962052191,79.02267189,5,6,6
56,duration_45th_percentile,1/04/2015,57,0.985327867,67.33044507,4,5,5
57,duration_45th_percentile,1/04/2015,59,0.981093095,87.31221209,5,5,5
58,duration_45th_percentile,1/04/2015,57,0.976712748,83.26879048,5,4,4
59,duration_45th_percentile,1/04/2015,59,0.983312798,100.7222648,3,6,6
60,duration_45th_percentile,1/04/2015,50,0.976849467,70.42605956,3,7,7
61,duration_45th_percentile,1/04/2015,62,0.975520177,164.7444875,4,4,4
62,duration_45th_percentile,1/04/2015,62,0.973158118,86.49284732,5,4,4
63,duration_45th_percentile,1/04/2015,53,0.993713436,140.9554553,6,7,7
64,duration_45th_percentile,1/04/2015,53,0.989785698,69.71834325,5,6,6
65,duration_45th_percentile,1/04/2015,58,0.958202581,106.9057951,4,5,5
66,duration_45th_percentile,1/04/2015,55,0.996762356,86.10880239,7,8,8
67,duration_45th_percentile,1/04/2015,58,0.967292203,44.58051787,5,5,5
68,duration_45th_percentile,1/04/2015,60,0.992228131,163.6463958,5,6,6
69,duration_45th_percentile,1/04/2015,56,0.982444821,104.7358848,3,5,5
70,duration_45th_percentile,1/04/2015,57,0.963893849,61.07885744,2,6,6
71,duration_45th_percentile,1/04/2015,57,0.995149612,98.94926405,5,7,7
72,duration_45th_percentile,1/04/2015,55,0.977223008,11.80729786,3,5,5
73,duration_45th_percentile,1/04/2015,56,0.99954758,132.3349971,7,5,5
74,duration_45th_percentile,1/04/2015,56,0.986290452,82.50039959,3,6,6
75,duration_45th_percentile,1/04/2015,60,0.970470334,59.61693831,4,4,4
76,duration_45th_percentile,1/04/2015,61,0.974290137,66.39454409,4,4,4
77,duration_45th_percentile,1/04/2015,57,0.972643936,66.29108495,5,6,6
78,duration_45th_percentile,1/04/2015,58,0.945586456,57.52980607,4,6,6
79,duration_45th_percentile,1/04/2015,58,0.991758545,68.4981115,4,6,6
80,duration_45th_percentile,1/04/2015,57,0.961855104,26.70584555,2,6,6
81,duration_45th_percentile,1/04/2015,61,0.983437984,92.65976833,6,4,4
82,duration_45th_percentile,1/04/2015,58,0.978830835,104.767406,5,6,6
83,duration_45th_percentile,1/04/2015,60,0.979838807,19.53750273,2,5,5
84,duration_45th_percentile,1/04/2015,59,0.986329004,74.36806479,5,4,4
85,duration_45th_percentile,1/04/2015,58,0.974349617,89.9805894,3,5,5
86,duration_45th_percentile,1/04/2015,53,0.985879567,36.71900612,2,7,7
87,duration_45th_percentile,1/04/2015,60,0.977381796,53.05819151,5,5,5
88,duration_45th_percentile,1/04/2015,60,0.964765679,68.78683251,3,4,4
89,duration_45th_percentile,1/04/2015,56,0.994494295,143.2522592,6,6,6
90,duration_45th_percentile,1/04/2015,60,0.976290984,30.52257693,3,5,5
91,duration_45th_percentile,1/04/2015,52,0.953395687,16.38264861,1,7,7
92,duration_45th_percentile,1/04/2015,58,0.992843144,121.9178958,6,6,6
93,duration_45th_percentile,1/04/2015,56,0.979188096,24.81625991,2,6,6
94,duration_45th_percentile,1/04/2015,60,0.975571769,145.5951924,4,4,4
95,duration_45th_percentile,1/04/2015,55,0.9685573,28.54720564,2,5,5
96,duration_45th_percentile,1/04/2015,59,0.997561122,102.7278516,6,5,5
97,duration_45th_percentile,1/04/2015,58,0.980633846,120.4536989,4,6,6
98,duration_45th_percentile,1/04/2015,59,0.964389792,110.4618134,5,5,5
99,duration_45th_percentile,1/04/2015,58,0.955411045,26.28681127,2,6,6
0,duration_45th_percentile,1/05/2015,46,0.988501059,93.90170216,4,6,6
1,duration_45th_percentile,1/05/2015,49,0.948749669,16.68251035,1,4,4
2,duration_45th_percentile,1/05/2015,46,0.995069211,93.25005027,5,7,7
3,duration_45th_percentile,1/05/2015,47,0.973951817,0,0,5,5
4,duration_45th_percentile,1/05/2015,50,0.998698837,68.0983428,5,4,4
5,duration_45th_percentile,1/05/2015,51,0.987358107,68.87891113,5,2,2
6,duration_45th_percentile,1/05/2015,51,0.978968944,117.0404055,5,3,3
7,duration_45th_percentile,1/05/2015,44,0.984601344,28.89570637,3,4,4
8,duration_45th_percentile,1/05/2015,46,0.982908205,70.91971186,3,4,4
9,duration_45th_percentile,1/05/2015,46,0.973598068,31.34228435,1,6,6
10,duration_45th_percentile,1/05/2015,50,0.999476077,97.58209597,5,5,5
11,duration_45th_percentile,1/05/2015,48,0.981365297,71.65055069,4,5,5
12,duration_45th_percentile,1/05/2015,47,0.989081605,70.90313836,4,5,5
13,duration_45th_percentile,1/05/2015,43,0.976009142,24.17851874,2,6,6
14,duration_45th_percentile,1/05/2015,47,0.994304476,85.07646462,5,6,6
15,duration_45th_percentile,1/05/2015,46,0.996627275,73.03666721,6,7,7
16,duration_45th_percentile,1/05/2015,42,0.973327797,76.39065335,3,5,5
17,duration_45th_percentile,1/05/2015,50,0.968267894,95.50490721,4,5,5
18,duration_45th_percentile,1/05/2015,43,0.994235479,123.8477588,5,7,7
19,duration_45th_percentile,1/05/2015,50,0.996466446,117.9275633,5,5,5
20,duration_45th_percentile,1/05/2015,42,0.989309282,93.18499103,6,7,7
21,duration_45th_percentile,1/05/2015,50,0.96350374,24.26392852,3,5,5
22,duration_45th_percentile,1/05/2015,50,0.987511402,52.77485637,4,4,4
23,duration_45th_percentile,1/05/2015,44,0.970001787,39.36989618,3,6,6
24,duration_45th_percentile,1/05/2015,44,0.977252509,0,0,5,5
25,duration_45th_percentile,1/05/2015,52,0.942760607,99.92191784,3,3,3
26,duration_45th_percentile,1/05/2015,50,1,57.39222509,7,5,5
27,duration_45th_percentile,1/05/2015,44,0.981405077,66.51565658,3,7,7
28,duration_45th_percentile,1/05/2015,49,0.972693802,63.68158401,3,4,4
29,duration_45th_percentile,1/05/2015,49,0.994755963,140.9234763,5,5,5
30,duration_45th_percentile,1/05/2015,48,0.982122998,44.6422907,3,5,5
31,duration_45th_percentile,1/05/2015,47,0.995993781,120.1140226,5,5,5
32,duration_45th_percentile,1/05/2015,49,0.982586526,111.0335708,3,5,5
33,duration_45th_percentile,1/05/2015,50,0.998927132,184.5980317,6,5,5
34,duration_45th_percentile,1/05/2015,50,0.987948024,82.92034678,3,4,4
35,duration_45th_percentile,1/05/2015,48,0.991501339,56.72317906,3,6,6
36,duration_45th_percentile,1/05/2015,50,0.972235804,44.72535795,2,4,4
37,duration_45th_percentile,1/05/2015,46,0.975250028,18.93859592,1,6,6
38,duration_45th_percentile,1/05/2015,42,0.976757127,71.66552641,3,5,5
39,duration_45th_percentile,1/05/2015,42,0.977541298,37.85674321,3,5,5
40,duration_45th_percentile,1/05/2015,53,0.954571295,76.1041059,5,3,3
41,duration_45th_percentile,1/05/2015,49,0.984116923,99.91844888,4,4,4
42,duration_45th_percentile,1/05/2015,51,0.978217869,50.94250268,4,4,4
43,duration_45th_percentile,1/05/2015,47,0.982878373,17.57643442,2,5,5
44,duration_45th_percentile,1/05/2015,43,0.982812174,12.9843131,3,7,7
45,duration_45th_percentile,1/05/2015,46,0.984426103,116.6230069,5,5,5
46,duration_45th_percentile,1/05/2015,49,0.995204537,186.5379707,5,5,5
47,duration_45th_percentile,1/05/2015,47,0.996217473,79.70566399,5,5,5
48,duration_45th_percentile,1/05/2015,44,0.985456344,63.22226342,4,6,6
49,duration_45th_percentile,1/05/2015,52,0.985092318,61.68577353,3,3,3
50,duration_45th_percentile,1/05/2015,49,0.967006689,40.74335787,2,4,4
51,duration_45th_percentile,1/05/2015,48,0.987238554,96.42643388,3,5,5
52,duration_45th_percentile,1/05/2015,45,0.983138011,37.64600876,2,5,5
53,duration_45th_percentile,1/05/2015,45,0.973776761,55.3171534,3,5,5
54,duration_45th_percentile,1/05/2015,42,0.995427833,115.1305771,5,6,6
55,duration_45th_percentile,1/05/2015,46,0.988604988,83.73594822,3,6,6
56,duration_45th_percentile,1/05/2015,48,0.987540841,15.10983422,2,6,6
57,duration_45th_percentile,1/05/2015,45,0.986776339,52.24497327,3,6,6
58,duration_45th_percentile,1/05/2015,41,0.977989134,70.18278679,3,6,6
59,duration_45th_percentile,1/05/2015,49,0.971306174,59.64427302,4,5,5
60,duration_45th_percentile,1/05/2015,47,0.98107145,98.19969145,2,5,5
61,duration_45th_percentile,1/05/2015,51,0.97677014,50.03827856,3,4,4
62,duration_45th_percentile,1/05/2015,48,0.977865353,85.63700113,4,4,4
63,duration_45th_percentile,1/05/2015,44,0.987092117,64.92439488,3,6,6
64,duration_45th_percentile,1/05/2015,46,0.979431345,58.11034539,3,6,6
65,duration_45th_percentile,1/05/2015,46,0.961979244,4.092174922,1,5,5
66,duration_45th_percentile,1/05/2015,47,0.974509695,4.003369052,1,4,4
67,duration_45th_percentile,1/05/2015,50,0.993497856,65.10209704,5,4,4
68,duration_45th_percentile,1/05/2015,48,0.95535618,48.69640312,3,5,5
69,duration_45th_percentile,1/05/2015,47,0.985908932,60.97906198,3,6,6
70,duration_45th_percentile,1/05/2015,46,0.991184915,100.448176,4,5,5
71,duration_45th_percentile,1/05/2015,51,0.972059585,100.9564642,4,3,3
72,duration_45th_percentile,1/05/2015,48,0.987999956,54.1807215,3,4,4
73,duration_45th_percentile,1/05/2015,53,0.977032129,77.28190536,3,2,2
74,duration_45th_percentile,1/05/2015,47,0.982358283,37.55921512,3,5,5
75,duration_45th_percentile,1/05/2015,46,0.969899844,32.07101925,1,6,6
76,duration_45th_percentile,1/05/2015,52,0.99667078,46.62471602,5,3,3
77,duration_45th_percentile,1/05/2015,49,0.996371769,112.1466803,5,6,6
78,duration_45th_percentile,1/05/2015,51,0.979914606,65.11491472,3,3,3
79,duration_45th_percentile,1/05/2015,49,0.998809269,65.19180188,6,5,5
80,duration_45th_percentile,1/05/2015,48,0.954567801,90.36052241,3,4,4
81,duration_45th_percentile,1/05/2015,46,0.977856806,34.80959185,1,6,6
82,duration_45th_percentile,1/05/2015,46,0.988312207,44.64721285,3,6,6
83,duration_45th_percentile,1/05/2015,53,0.975070753,86.97082162,4,3,3
84,duration_45th_percentile,1/05/2015,45,0.990575566,83.19436105,4,5,5
85,duration_45th_percentile,1/05/2015,49,0.975877048,21.70627363,3,4,4
86,duration_45th_percentile,1/05/2015,44,0.976191946,40.93197061,2,7,7
87,duration_45th_percentile,1/05/2015,51,0.991496392,85.81438684,4,4,4
88,duration_45th_percentile,1/05/2015,53,0.988442711,70.30859327,4,1,1
89,duration_45th_percentile,1/05/2015,46,0.995455157,94.16152583,6,4,4
90,duration_45th_percentile,1/05/2015,46,0.981086183,51.74840778,3,6,6
91,duration_45th_percentile,1/05/2015,53,0.962032017,114.3787269,5,3,3
92,duration_45th_percentile,1/05/2015,48,0.962424776,45.71073737,2,4,4
93,duration_45th_percentile,1/05/2015,52,0.960286088,65.97488021,3,3,3
94,duration_45th_percentile,1/05/2015,54,0.990875358,62.61174732,3,2,2
95,duration_45th_percentile,1/05/2015,46,0.994639981,108.8318501,5,6,6
96,duration_45th_percentile,1/05/2015,51,0.987465079,47.47046524,3,4,4
97,duration_45th_percentile,1/05/2015,52,0.975846817,69.1707635,3,2,2
98,duration_45th_percentile,1/05/2015,44,0.973634108,57.80748765,2,6,6
99,duration_45th_percentile,1/05/2015,43,0.979330163,21.45141921,2,6,6
0,duration_45th_percentile,1/06/2015,51,0.991230949,76.26505151,6,6,6
1,duration_45th_percentile,1/06/2015,56,0.985131779,94.58579924,5,4,4
2,duration_45th_percentile,1/06/2015,47,0.988115204,34.52896657,4,7,7
3,duration_45th_percentile,1/06/2015,52,0.986326065,119.1097811,4,5,5
4,duration_45th_percentile,1/06/2015,53,0.992081477,55.53347737,4,4,4
5,duration_45th_percentile,1/06/2015,53,0.96815214,50.50798436,3,5,5
6,duration_45th_percentile,1/06/2015,54,0.976604599,69.67894427,2,6,6
7,duration_45th_percentile,1/06/2015,48,0.978546062,37.61659169,2,7,7
8,duration_45th_percentile,1/06/2015,56,0.968175884,67.74046332,4,4,4
9,duration_45th_percentile,1/06/2015,53,0.991926933,126.4448629,7,6,6
10,duration_45th_percentile,1/06/2015,56,0.946851275,84.16717013,3,3,3
11,duration_45th_percentile,1/06/2015,55,0.976348622,120.9141861,5,5,5
12,duration_45th_percentile,1/06/2015,46,0.984459087,100.2718456,5,6,6
13,duration_45th_percentile,1/06/2015,54,0.952107514,35.47003765,4,5,5
14,duration_45th_percentile,1/06/2015,55,0.983439575,75.12533406,5,5,5
15,duration_45th_percentile,1/06/2015,54,0.964683018,12.45787567,3,5,5
16,duration_45th_percentile,1/06/2015,52,0.982622457,91.97513675,4,4,4
17,duration_45th_percentile,1/06/2015,53,0.957513287,64.86899066,4,4,4
18,duration_45th_percentile,1/06/2015,47,0.996859903,109.3465533,7,7,7
19,duration_45th_percentile,1/06/2015,53,0.980945206,160.6674053,6,5,5
20,duration_45th_percentile,1/06/2015,53,0.982464186,134.7186953,5,4,4
21,duration_45th_percentile,1/06/2015,56,0.982417264,74.57652657,4,4,4
22,duration_45th_percentile,1/06/2015,54,0.986429921,66.0589253,5,3,3
23,duration_45th_percentile,1/06/2015,54,0.989885763,72.08512439,6,4,4
24,duration_45th_percentile,1/06/2015,53,0.977823069,53.69297109,4,4,4
25,duration_45th_percentile,1/06/2015,54,0.968646971,56.86573133,4,4,4
26,duration_45th_percentile,1/06/2015,52,0.953299717,51.92013332,4,6,6
27,duration_45th_percentile,1/06/2015,53,0.988531423,81.646545,4,6,6
28,duration_45th_percentile,1/06/2015,53,0.996066579,122.4371442,6,5,5
29,duration_45th_percentile,1/06/2015,57,0.991653226,44.84435672,3,4,4
30,duration_45th_percentile,1/06/2015,49,0.982168473,30.38273634,3,7,7
31,duration_45th_percentile,1/06/2015,51,0.99041731,59.44793793,3,6,6
32,duration_45th_percentile,1/06/2015,49,0.9942387,96.59843226,4,7,7
33,duration_45th_percentile,1/06/2015,46,0.986571389,159.1262536,6,8,8
34,duration_45th_percentile,1/06/2015,56,0.978352389,78.95099339,5,4,4
35,duration_45th_percentile,1/06/2015,48,0.995074994,102.9259239,5,6,6
36,duration_45th_percentile,1/06/2015,52,0.990109812,65.68343101,4,5,5
37,duration_45th_percentile,1/06/2015,47,0.978524611,102.7047608,4,7,7
38,duration_45th_percentile,1/06/2015,51,0.950072921,84.61563737,2,5,5
39,duration_45th_percentile,1/06/2015,52,0.98800934,123.9919,4,5,5
40,duration_45th_percentile,1/06/2015,49,0.978818126,70.42066657,3,6,6
41,duration_45th_percentile,1/06/2015,51,0.981717424,134.792013,5,6,6
42,duration_45th_percentile,1/06/2015,52,0.975770831,102.6331742,5,5,5
43,duration_45th_percentile,1/06/2015,57,0.983097679,77.61627111,5,3,3
44,duration_45th_percentile,1/06/2015,52,0.968514174,27.78076402,3,6,6
45,duration_45th_percentile,1/06/2015,54,0.970438555,63.39070674,5,6,6
46,duration_45th_percentile,1/06/2015,51,0.959154139,15.80997492,1,5,5
47,duration_45th_percentile,1/06/2015,53,0.975611277,131.7965693,3,3,3
48,duration_45th_percentile,1/06/2015,52,0.980824189,47.20129441,3,6,6
49,duration_45th_percentile,1/06/2015,42,0.984988948,87.04007346,3,8,8
50,duration_45th_percentile,1/06/2015,55,0.984092934,110.9283291,5,4,4
51,duration_45th_percentile,1/06/2015,51,0.977338435,22.23488212,3,5,5
52,duration_45th_percentile,1/06/2015,54,0.967687203,23.21470718,2,6,6
53,duration_45th_percentile,1/06/2015,51,0.965925812,35.43490221,3,4,4
54,duration_45th_percentile,1/06/2015,52,0.969000774,76.77831578,4,5,5
