,surgery_id,discruption count
1870,16016,2
1871,16030,2
1872,16035,2
1873,7854,2
1874,7856,2
1875,7864,3
1876,16056,4
1877,16062,2
1878,7870,1
1879,7890,1
1880,7893,2
1881,16088,2
1882,16097,2
1883,7906,5
1884,16104,2
1885,16105,3
1886,7917,3
1887,7918,4
1888,7919,4
1889,16115,2
1890,7930,6
1891,7935,7
1892,16128,2
1893,16131,3
1894,16132,2
1895,16133,5
1896,7943,2
1897,7946,2
1898,7947,2
1899,7949,2
1900,7950,2
1901,16142,6
1902,7951,1
1903,7954,2
1904,16151,3
1905,24344,3
1906,16154,2
1907,16156,4
1908,24351,2
1909,16162,2
1910,16167,3
1911,7977,2
1912,7979,2
1913,24365,2
1914,16178,2
1915,16179,2
1916,16181,2
1917,7991,3
1918,8000,8
1919,24409,2
1920,24410,2
1921,8027,4
1922,8034,3
1923,16228,2
1924,16229,5
1925,8048,4
1926,16242,2
1927,16254,2
1928,16256,4
1929,8081,4
1930,8083,2
1931,8084,2
1932,8090,2
1933,8103,2
1934,8107,4
1935,8110,2
1936,8114,3
1937,8120,2
1938,24507,3
1939,24509,4
1940,8126,4
1941,16336,5
1942,16338,2
1943,8151,4
1944,8152,3
1945,16345,6
1946,8162,5
1947,16359,2
1948,8169,2
1949,16365,2
1950,16373,3
1951,16375,2
1952,8184,1
1953,16377,3
1954,16378,2
