,surgery_id,discruption count
719,11341,2
720,19534,2
721,11344,2
722,11347,2
723,19539,2
724,11349,2
725,3161,1
726,3162,1
727,19547,6
728,11357,2
729,3166,1
730,3167,1
731,3171,2
732,3185,1
733,19571,2
734,11381,2
735,3190,1
736,19577,2
737,3194,1
738,19583,1
739,3202,1
740,19589,3
741,19650,5
742,11466,3
743,11474,3
744,11475,2
745,11478,2
746,11481,2
747,19688,6
748,11497,2
749,19693,5
750,11503,2
751,11507,2
752,19709,3
753,11531,2
754,11534,2
755,11535,2
756,11536,3
757,19728,2
758,11538,3
759,11539,3
760,19737,2
761,11551,2
762,11555,2
763,11563,3
764,11564,2
765,19763,4
766,11575,2
767,11576,2
768,19768,2
769,19779,2
770,11588,2
771,11590,2
772,19799,2
773,11625,3
774,11627,2
775,11646,2
776,11648,4
777,3472,2
778,3473,2
779,11665,2
780,3481,1
781,11681,2
782,11692,2
783,3501,2
784,3507,1
785,3518,1
786,3519,1
787,3520,3
788,19905,3
789,19904,2
790,19906,2
791,11716,2
792,19910,2
793,11724,2
794,19917,2
795,19927,2
796,3545,2
797,3546,1
798,19932,1
799,3550,1
800,3551,1
801,3552,3
802,19938,2
803,3556,1
804,19941,3
805,11751,2
806,3562,2
807,11755,2
808,11758,2
809,11759,8
810,19955,2
811,3573,2
812,11765,2
813,19957,2
814,11770,2
815,3581,1
816,3582,3
817,19966,2
818,3585,1
819,3586,1
820,11782,2
821,3590,1
822,11785,3
823,3594,2
824,11787,2
825,3593,1
826,19983,2
827,3602,4
828,11794,3
829,3604,1
830,11797,2
831,19989,6
832,19990,4
833,19991,2
834,19993,2
835,20001,3
836,20006,2
837,20028,2
838,20029,3
839,3675,2
840,3679,1
841,3707,1
842,3712,2
843,11906,3
844,11907,2
845,3718,1
846,11915,2
847,20108,1
848,11919,2
849,20116,3
850,20121,2
851,3737,1
852,3738,1
853,3741,1
854,20142,2
855,3765,1
856,3768,2
857,20153,3
858,20154,2
859,3771,1
860,11964,2
861,3772,1
862,11969,2
863,11976,4
864,20171,4
865,20176,2
866,11987,2
867,11991,3
868,11994,2
869,20187,2
870,20189,2
871,12001,2
872,12002,2
873,12005,2
874,3815,2
875,3818,1
876,12013,2
877,3825,6
878,12024,5
879,12027,7
880,20226,2
881,3852,1
882,3865,4
883,20251,2
884,20253,4
885,20254,3
886,12063,2
887,12070,5
888,20265,4
889,12079,2
890,3888,1
891,12082,3
892,20274,2
893,20279,7
894,3896,2
895,20280,5
896,20282,2
897,3904,1
898,20302,3
899,20305,2
900,3937,1
901,20333,4
902,20340,2
903,20342,3
904,3971,3
905,3973,1
906,12169,2
907,12171,2
908,3990,4
909,12190,3
910,12195,2
911,4003,1
912,12200,3
913,4008,1
914,4011,5
915,4018,2
916,4019,1
917,4020,1
918,20406,2
919,12215,4
920,4024,1
921,20417,5
922,12226,4
923,12227,2
924,4038,1
925,4039,1
926,4041,1
927,4044,1
928,12239,6
929,12242,2
930,12246,2
931,12251,2
932,4062,2
933,12258,2
934,4066,2
935,4074,1
936,20460,3
937,20466,3
938,4083,2
939,4086,1
940,12291,4
941,4102,1
942,20488,5
943,4106,3
944,20493,1
945,4112,2
946,12306,2
947,20502,2
948,4118,1
949,20504,2
950,20505,2
951,12325,9
952,4137,1
953,20529,2
954,20532,3
955,12341,2
956,20534,2
957,20535,4
958,20533,2
959,12345,2
960,20537,2
961,4156,2
962,20545,4
963,4162,3
964,4163,3
965,12357,3
966,4165,2
967,20553,2
968,12363,2
969,12368,4
970,20560,2
971,20561,6
972,20568,2
973,20573,1
974,20579,2
975,20580,2
976,20584,2
977,4219,1
978,4220,3
979,4223,1
980,4224,1
981,4225,2
982,4241,1
983,4242,3
984,12440,6
985,4249,3
986,12443,8
987,4253,1
988,4257,2
989,4261,2
990,4265,1
991,4266,2
992,12458,2
993,4268,1
994,12461,2
995,12463,2
996,12465,2
997,12480,2
998,12483,2
999,12484,2
1000,12489,2
1001,12490,2
1002,12497,2
1003,12498,2
1004,12504,2
1005,20700,2
1006,12509,2
1007,20702,7
1008,20703,3
1009,12515,2
1010,20708,3
1011,12522,2
1012,12523,2
1013,12525,2
1014,20720,4
1015,20725,2
1016,20727,2
1017,20733,2
1018,4369,3
1019,4370,2
1020,4371,2
1021,20753,2
1022,20754,3
1023,20756,5
1024,20755,1
1025,4372,1
1026,4387,2
1027,20777,2
1028,20788,4
1029,4426,1
1030,4427,6
1031,4428,1
1032,4430,1
1033,12627,2
1034,4435,1
1035,20838,4
1036,4456,1
1037,4457,1
1038,4459,1
1039,4464,2
1040,4465,2
1041,4467,7
1042,12660,7
1043,20875,4
1044,12697,2
1045,12698,2
1046,12699,2
1047,4508,1
1048,12702,2
1049,12708,4
1050,4516,1
1051,20902,2
1052,4518,1
1053,20912,2
1054,12724,2
1055,12732,2
1056,12739,6
1057,12740,2
1058,20931,1
1059,12743,2
1060,4553,1
1061,4554,4
1062,12752,2
1063,12754,2
1064,20947,2
1065,12761,2
1066,4571,3
1067,12770,2
1068,20990,2
1069,20992,2
1070,20995,2
1071,21014,2
1072,21026,2
1073,4645,1
1074,4647,2
1075,4648,1
1076,4651,1
1077,12845,4
1078,12848,2
1079,21041,2
1080,12850,2
1081,12851,3
1082,21045,2
1083,12855,2
1084,12863,2
1085,12864,3
1086,12865,3
1087,12866,2
1088,4675,1
1089,12870,2
1090,12871,3
1091,21064,3
1092,4683,1
1093,12876,2
1094,12877,4
1095,4685,1
1096,21071,2
1097,12881,2
1098,12882,2
1099,12883,2
1100,12886,3
1101,21078,5
1102,4694,1
1103,4698,1
1104,21084,3
1105,21087,3
1106,21091,2
1107,21093,2
1108,4712,2
1109,12905,3
1110,12906,3
1111,21098,2
1112,12908,3
1113,21101,2
1114,12910,4
1115,4715,1
1116,21110,2
1117,4730,1
1118,12928,2
1119,4738,1
1120,4739,1
1121,12936,2
1122,4747,1
1123,12942,7
1124,12943,2
1125,4756,1
1126,12949,2
1127,12953,3
1128,12995,2
1129,21193,4
1130,21195,2
1131,21196,4
1132,13015,6
1133,13028,5
1134,4843,2
1135,13037,2
1136,21229,6
1137,21231,6
1138,4847,2
1139,13041,2
1140,21236,2
1141,13045,4
1142,13058,2
1143,13059,2
1144,13063,2
1145,13069,5
1146,13070,2
1147,4877,1
1148,4882,3
1149,4884,2
1150,4889,4
1151,4895,2
1152,13090,5
1153,4898,2
1154,13095,3
1155,13101,6
1156,13108,2
1157,4920,6
1158,4921,1
1159,4922,5
1160,4924,1
1161,13128,2
1162,13130,2
1163,13131,2
1164,4946,2
1165,4953,2
1166,13148,6
1167,13149,2
1168,13150,2
1169,4956,1
1170,4958,1
1171,21349,2
1172,4966,3
1173,13159,2
1174,21350,2
1175,13164,2
1176,4972,2
1177,13167,2
1178,21373,2
1179,13183,7
1180,13186,2
1181,13188,2
1182,13189,2
1183,13194,5
1184,13198,2
1185,13205,2
1186,13207,2
1187,13210,3
1188,13213,2
1189,21408,2
1190,21409,3
1191,13219,2
1192,13221,2
1193,21415,2
1194,13225,2
1195,13227,3
1196,13229,4
1197,21427,2
1198,21431,2
1199,21435,2
1200,21439,2
1201,21442,4
1202,21447,3
1203,21453,1
1204,5087,5
1205,5090,2
1206,5091,2
1207,5092,1
1208,5100,2
1209,5112,2
1210,5113,2
1211,5115,1
1212,5123,2
1213,21511,2
1214,5128,2
1215,13322,9
1216,13323,2
1217,5132,4
1218,13325,4
1219,13326,7
1220,21514,2
1221,5130,1
1222,5147,6
1223,5149,2
1224,13348,2
1225,13349,8
1226,13355,6
1227,13358,7
1228,13359,2
1229,13360,4
1230,21552,7
1231,13362,7
1232,21558,2
1233,5174,1
1234,13371,2
1235,5180,2
1236,5179,1
1237,13378,2
1238,5191,2
1239,13384,2
1240,5193,1
1241,5224,2
1242,5225,1
1243,5236,2
1244,21621,3
1245,5246,2
1246,21632,7
1247,5254,2
1248,21640,3
1249,5262,2
1250,5267,2
1251,13465,2
1252,13471,2
1253,13475,2
1254,21667,2
1255,21669,3
1256,21671,2
1257,13484,2
1258,13488,2
1259,13490,2
1260,5302,5
1261,13496,2
1262,21692,2
1263,13502,2
1264,13504,2
1265,13508,4
1266,21702,2
1267,5320,1
1268,21707,2
1269,21710,4
1270,13524,3
1271,13525,2
1272,13528,9
1273,13529,3
1274,21733,2
1275,21734,2
1276,13547,6
1277,13549,2
1278,5359,3
1279,5360,1
1280,13553,6
1281,5362,2
1282,13561,2
1283,13562,2
1284,21754,2
1285,5384,6
1286,21768,2
1287,5389,4
1288,5395,6
1289,21780,2
1290,5402,2
1291,13603,2
1292,13604,3
1293,21798,4
1294,13608,2
1295,21803,2
1296,5426,1
1297,5429,4
1298,21821,2
1299,13633,3
1300,5444,2
1301,13639,3
1302,5450,2
1303,5458,2
1304,5467,1
1305,13661,2
1306,13665,2
1307,5475,2
1308,13675,2
1309,13676,4
1310,13677,3
1311,13678,2
1312,5488,2
1313,13688,2
1314,5505,2
1315,5507,2
1316,13699,2
1317,21893,3
1318,5512,1
1319,5513,1
1320,13707,2
1321,13708,2
1322,21900,2
1323,5525,2
1324,13717,3
1325,13721,2
1326,5535,1
1327,5538,2
1328,5544,2
1329,13739,2
1330,13740,3
1331,5548,1
1332,21936,2
1333,5554,2
1334,21941,4
1335,13763,2
1336,13769,6
1337,21970,2
1338,13780,5
1339,5591,7
1340,21976,5
1341,13796,2
1342,13798,2
1343,13801,2
1344,13802,2
1345,13803,2
1346,5613,2
1347,21998,2
1348,22001,2
1349,13811,2
1350,22006,2
1351,5623,2
1352,13816,2
1353,13818,2
1354,13820,2
1355,22012,2
1356,22014,2
1357,13824,2
1358,13829,2
1359,13832,2
1360,13834,2
1361,13838,2
1362,5647,2
1363,13843,2
1364,13845,3
1365,13847,2
1366,13860,2
1367,5677,1
1368,5678,2
1369,5681,5
1370,5682,2
1371,5692,2
1372,5696,2
1373,5700,2
1374,5701,6
1375,5706,1
1376,5725,1
1377,22126,2
1378,22127,2
1379,22129,3
1380,22158,2
1381,13967,5
1382,22165,3
1383,22173,2
1384,22193,6
1385,14012,6
1386,22205,6
1387,5826,1
1388,5828,2
1389,5829,2
1390,5832,1
1391,5833,2
1392,5834,2
1393,5853,5
1394,14045,2
1395,14047,2
1396,14048,2
1397,5854,1
1398,14052,2
1399,14053,2
1400,14056,2
1401,5866,2
1402,14060,2
1403,5871,1
1404,14064,4
1405,14066,2
1406,5875,2
1407,5886,1
1408,14079,2
1409,5887,1
1410,5890,2
1411,14083,2
1412,5905,1
1413,14098,2
1414,22290,2
1415,5910,1
1416,5916,2
1417,22300,2
1418,5918,1
1419,5925,1
1420,22319,2
1421,22341,4
1422,22372,2
1423,5992,4
1424,5993,1
1425,14194,2
1426,14195,2
1427,6004,3
1428,14198,2
1429,14199,2
1430,6009,6
1431,14206,2
1432,6016,1
1433,6020,1
1434,14213,2
1435,14215,2
1436,14216,2
1437,14218,2
1438,14225,3
1439,6034,4
1440,6036,2
1441,14229,2
1442,14233,2
1443,22431,3
1444,14242,2
1445,14244,2
1446,14246,2
1447,14248,2
1448,6060,5
1449,14256,2
1450,6069,3
1451,6073,2
1452,22458,2
1453,6076,6
1454,14268,5
1455,14271,2
1456,14272,3
1457,14273,2
1458,22465,3
1459,6090,4
1460,14282,2
1461,22479,3
1462,6096,1
1463,6101,2
1464,14295,5
1465,6105,2
1466,14298,7
1467,14299,2
1468,22492,2
1469,6106,1
1470,22494,3
1471,14304,3
1472,22498,4
1473,6115,2
1474,14307,2
1475,14312,2
1476,6120,1
1477,6122,2
1478,22509,2
1479,6135,3
1480,22520,2
1481,6137,1
1482,14349,2
1483,14353,2
1484,22559,2
1485,22561,2
1486,14380,6
1487,14382,3
1488,22578,2
1489,14389,2
1490,22585,2
1491,14414,2
1492,14415,3
1493,6235,5
1494,6236,3
1495,14431,2
1496,14435,2
1497,22630,3
1498,14445,2
1499,6256,1
1500,14455,3
1501,6266,5
1502,6270,1
1503,6273,4
1504,14465,2
1505,6290,2
1506,6298,6
1507,6299,1
1508,6300,6
1509,6301,4
1510,6302,1
1511,14499,2
1512,14503,2
1513,14504,2
1514,14509,3
1515,6317,2
1516,6320,3
1517,14513,2
1518,14515,2
1519,6324,4
1520,6326,4
1521,6329,2
1522,6330,2
1523,14521,7
1524,6332,2
1525,14523,3
1526,6334,2
1527,6335,5
1528,22718,2
1529,14529,2
1530,14533,3
1531,22728,2
1532,6350,2
1533,14549,2
1534,14551,2
1535,14552,2
1536,14558,2
1537,14559,3
1538,22750,2
1539,14568,6
1540,14573,2
1541,14574,2
1542,14580,2
1543,14586,2
1544,14589,2
1545,14591,2
1546,22852,2
1547,22862,2
1548,22867,2
1549,22870,2
1550,6488,1
1551,6489,2
1552,6491,1
1553,6501,2
1554,6502,1
1555,6504,2
1556,14697,6
1557,22888,2
1558,22890,2
1559,6508,1
1560,22894,2
1561,22895,2
1562,6514,2
1563,6515,1
1564,6520,5
1565,6523,2
1566,14720,2
1567,22915,4
1568,14740,4
1569,14742,2
1570,14743,2
1571,14744,2
1572,14745,2
1573,14751,2
1574,6563,3
1575,14755,2
1576,14764,2
1577,22959,2
1578,6584,2
1579,6589,6
1580,6591,1
1581,6592,4
1582,14784,3
1583,14786,2
1584,14788,6
1585,14789,2
1586,6599,1
1587,14795,4
1588,6604,1
1589,6618,5
1590,6624,2
1591,14816,2
1592,14818,7
1593,6634,5
1594,14826,2
1595,6647,2
1596,14842,3
1597,6689,5
1598,6711,1
1599,6720,2
1600,6729,2
1601,6740,5
1602,6748,2
1603,6750,2
1604,6752,1
1605,6753,2
1606,6754,2
1607,14947,2
1608,14948,2
1609,6756,1
1610,6758,2
1611,6759,2
1612,23157,5
1613,6775,1
1614,6782,2
1615,14974,2
1616,23168,2
1617,6786,2
1618,6787,2
1619,23173,2
1620,14985,4
1621,14986,3
1622,23179,2
1623,6799,2
1624,14995,2
1625,6806,1
1626,15006,2
1627,15007,5
1628,15012,2
1629,15014,2
1630,15025,2
1631,15033,2
1632,15048,4
1633,15052,2
1634,6863,2
1635,15056,3
1636,6867,3
1637,23251,2
1638,6876,1
1639,6884,1
1640,23271,2
1641,15108,2
1642,15110,2
1643,15125,4
1644,15130,2
1645,15143,2
1646,15161,8
1647,23362,2
1648,6983,5
1649,6984,2
1650,6985,2
1651,15178,2
1652,6987,2
1653,23380,2
1654,7005,2
1655,23390,2
1656,7011,3
1657,7014,5
1658,7016,2
1659,15209,4
1660,23402,5
1661,23400,2
1662,7020,2
1663,23404,2
1664,7026,5
1665,7030,3
1666,7033,1
1667,7037,2
1668,23427,2
1669,23431,3
1670,7048,2
1671,15247,2
1672,15248,2
1673,15249,2
1674,15254,2
1675,23446,3
1676,23457,2
1677,23459,2
1678,15270,4
1679,15273,3
1680,15278,3
1681,15286,2
1682,15287,7
1683,15289,4
1684,15291,8
1685,15307,6
1686,15308,3
1687,15310,3
1688,15320,2
1689,15328,6
1690,7138,2
1691,7140,2
1692,7142,2
1693,15334,2
1694,7144,1
1695,7143,1
1696,7146,1
1697,15341,2
1698,7155,1
1699,7165,2
1700,7166,3
1701,15357,3
1702,15359,2
1703,7169,2
1704,7177,2
1705,23565,2
1706,23567,2
1707,7185,2
1708,15377,3
1709,15380,2
1710,7197,4
1711,7198,3
1712,23587,2
1713,7205,1
1714,23593,2
1715,7218,2
1716,15413,2
1717,15414,2
1718,7223,3
1719,7227,3
1720,7228,2
1721,7229,2
1722,23614,2
1723,7233,2
1724,7234,2
1725,7235,2
1726,7239,2
1727,15433,2
1728,15437,2
1729,23632,2
1730,23633,2
1731,23634,5
1732,23635,2
1733,15444,2
1734,15445,2
1735,23647,2
1736,15456,2
1737,23663,2
1738,23673,2
1739,23680,1
1740,15495,7
1741,7334,2
1742,15527,5
1743,7337,2
1744,15529,8
1745,7339,3
1746,7340,2
1747,7349,2
1748,15551,2
1749,7363,6
1750,7365,3
1751,7367,2
1752,23752,2
1753,7377,2
1754,15570,2
1755,15571,2
1756,15573,2
1757,7383,2
1758,7399,4
1759,7402,2
1760,15596,2
1761,15604,2
1762,15608,2
1763,7418,5
1764,7419,5
1765,7420,1
1766,15613,7
1767,7421,2
1768,15617,2
1769,15620,4
1770,23812,2
1771,15627,2
1772,7446,1
1773,15645,2
1774,15646,2
1775,7456,2
1776,7461,5
1777,7462,2
1778,23846,2
1779,23847,2
1780,7483,5
1781,7484,6
1782,23868,2
1783,7487,2
1784,7489,1
1785,23878,2
1786,7497,1
1787,23882,2
1788,7513,1
1789,7518,2
1790,7521,2
1791,23910,2
1792,7529,1
1793,7530,2
1794,23918,2
1795,7535,2
1796,23928,2
1797,23931,2
1798,15742,2
1799,23936,2
1800,15745,2
1801,15746,2
1802,15747,2
1803,23938,2
1804,23947,2
1805,15759,2
1806,23952,2
1807,23953,2
1808,7572,2
1809,15765,5
1810,7574,3
1811,15766,3
1812,15768,2
1813,15772,2
1814,7581,2
1815,15773,2
1816,23967,2
1817,15776,6
1818,7584,1
1819,15779,2
1820,15781,2
1821,7590,2
1822,7593,2
1823,15786,2
1824,15807,2
1825,15808,5
1826,15811,2
1827,15812,2
1828,24009,2
1829,7638,6
1830,24023,2
1831,15832,2
1832,15835,2
1833,24034,2
1834,15848,3
1835,7664,7
1836,15857,2
1837,15864,4
1838,7677,2
1839,7682,2
1840,7685,2
1841,7686,2
1842,7691,2
1843,7699,2
1844,7702,2
1845,7704,2
1846,15907,5
1847,7718,7
1848,7720,7
1849,7722,2
1850,7724,2
1851,15916,4
1852,7726,2
1853,7733,2
1854,7745,2
1855,7747,1
1856,15940,6
1857,7753,2
1858,7761,2
1859,7763,2
1860,7771,2
1861,7772,4
1862,24167,3
1863,15985,6
1864,15989,2
1865,16000,2
1866,24192,2
1867,16004,2
1868,24196,2
1869,24200,2
