i,percentile_column_name,month_start,num_surgeries_completed,average_session_utilisation,total_mins_overtime,total_mins_surgery_time,num_sessions_that_run_overtime,num_sessions_with_cancelled_surgeries,num_surgeries_cancelled
20,duration_60th_percentile,2015-03-01,48,0.9390889360227626,19.543566316611873,3569.2997444826556,2,4,5
21,duration_60th_percentile,2015-03-01,49,0.8663569749071501,40.24857036241417,3315.077935511442,1,4,4
22,duration_60th_percentile,2015-03-01,47,0.8914599721991455,0.0,3369.71869491277,0,5,6
23,duration_60th_percentile,2015-03-01,51,0.9391190771855793,8.998021619226733,3558.8681333807162,1,2,2
24,duration_60th_percentile,2015-03-01,48,0.8744130095112983,0.0,3305.2811759527076,0,4,5
25,duration_60th_percentile,2015-03-01,50,0.9528168961639257,77.01275566219897,3678.6606231618384,2,3,3
26,duration_60th_percentile,2015-03-01,48,0.8890048488425973,6.656014652601698,3367.0943432776194,1,4,5
27,duration_60th_percentile,2015-03-01,45,0.949790339990081,77.49129833420852,3667.6987834967144,1,5,8
28,duration_60th_percentile,2015-03-01,47,0.8774647738898836,0.0,3316.81684530376,0,3,6
29,duration_60th_percentile,2015-03-01,50,0.8838556070827525,0.0,3340.974194772804,0,2,3
30,duration_60th_percentile,2015-03-01,46,0.8738843248337729,0.0,3303.2827478716613,0,5,7
31,duration_60th_percentile,2015-03-01,46,0.8847437268713515,27.71977773152321,3372.0510653052324,1,4,7
32,duration_60th_percentile,2015-03-01,47,0.8759697263504942,0.0,3311.165565604868,0,5,6
33,duration_60th_percentile,2015-03-01,50,0.9144436189704931,8.89148390258788,3465.4883636110517,2,3,3
34,duration_60th_percentile,2015-03-01,51,0.901638087830815,0.0,3408.1919720004807,0,1,2
35,duration_60th_percentile,2015-03-01,49,0.8869059827062756,0.0,3352.5046146297213,0,4,4
36,duration_60th_percentile,2015-03-01,47,0.9022811991923577,4.121317231092121,3414.7442501782043,1,5,6
37,duration_60th_percentile,2015-03-01,47,0.8727467180733479,0.0,3298.982594317255,0,5,6
38,duration_60th_percentile,2015-03-01,48,0.9247443722579131,0.0,3495.5337271349117,0,5,5
39,duration_60th_percentile,2015-03-01,49,0.9049559665909913,36.9404668084843,3457.674020522432,1,4,4
40,duration_60th_percentile,2015-03-01,50,0.9141069521442517,73.72215397715058,3529.046433082422,2,3,3
41,duration_60th_percentile,2015-03-01,50,0.9051194348642438,0.0,3421.351463786841,0,2,3
42,duration_60th_percentile,2015-03-01,48,0.9005352103370157,29.923854466952662,3433.9469495408716,2,4,5
43,duration_60th_percentile,2015-03-01,50,0.9113451162242546,0.0,3444.8845393276824,0,2,3
44,duration_60th_percentile,2015-03-01,47,0.8708558657825003,0.0,3291.835172657851,0,4,6
45,duration_60th_percentile,2015-03-01,50,0.8671183807399184,0.0,3277.7074791968917,0,3,3
46,duration_60th_percentile,2015-03-01,49,0.9103964811877886,31.74630885466661,3473.045007744507,2,2,4
47,duration_60th_percentile,2015-03-01,48,0.9163308071061959,19.798236849362524,3483.528687710783,1,4,5
48,duration_60th_percentile,2015-03-01,47,0.8662060779861969,0.07894905984119305,3274.3379238476655,1,6,6
49,duration_60th_percentile,2015-03-01,48,0.8973666846766833,0.0,3392.046068077863,0,2,5
50,duration_60th_percentile,2015-03-01,49,0.9286191960374417,74.50148190476523,3584.6820429262953,1,3,4
51,duration_60th_percentile,2015-03-01,48,0.9167093536992904,13.718986490973066,3478.8803434742913,1,3,5
52,duration_60th_percentile,2015-03-01,45,0.883845712668632,0.0,3340.936793887429,0,6,8
53,duration_60th_percentile,2015-03-01,51,0.9226525577938497,0.0,3487.626668460752,0,2,2
54,duration_60th_percentile,2015-03-01,51,0.8435211813666849,0.0,3188.510065566069,0,2,2
55,duration_60th_percentile,2015-03-01,49,0.8873645635781939,5.170584831621113,3359.408635157194,1,4,4
56,duration_60th_percentile,2015-03-01,47,0.895925754267281,83.31207256216499,3469.911423692488,2,5,6
57,duration_60th_percentile,2015-03-01,47,0.9017657789065904,59.587891716052695,3468.262535982964,2,5,6
58,duration_60th_percentile,2015-03-01,48,0.9327374557567846,0.0,3525.747582760646,0,3,5
59,duration_60th_percentile,2015-03-01,48,0.941907701831256,30.71485027456754,3591.125963196716,2,3,5
60,duration_60th_percentile,2015-03-01,49,0.9037886460050973,0.0,3416.3210818992684,0,3,4
61,duration_60th_percentile,2015-03-01,48,0.9130090599967414,0.0,3451.1742467876834,0,4,5
62,duration_60th_percentile,2015-03-01,47,0.8510471429411451,0.0,3216.9582003175287,0,4,6
63,duration_60th_percentile,2015-03-01,49,0.8403412617792577,0.0,3176.489969525595,0,4,4
64,duration_60th_percentile,2015-03-01,48,0.8651901253566282,0.0,3270.418673848055,0,4,5
65,duration_60th_percentile,2015-03-01,47,0.9255299029651848,17.61105938897913,3516.1140925973773,1,4,6
66,duration_60th_percentile,2015-03-01,51,0.827600403525829,0.0,3128.329525327633,0,2,2
67,duration_60th_percentile,2015-03-01,50,0.9314719178344346,0.0,3520.9638494141623,0,1,3
68,duration_60th_percentile,2015-03-01,51,0.9012045348553179,37.50087856570042,3444.054020318802,1,2,2
69,duration_60th_percentile,2015-03-01,47,0.8846602959340285,0.0,3344.015918630628,0,5,6
70,duration_60th_percentile,2015-03-01,47,0.9259537866044177,25.1422034315558,3525.2475167962543,2,3,6
71,duration_60th_percentile,2015-03-01,47,0.8770876098622761,0.0,3315.3911652794036,0,4,6
72,duration_60th_percentile,2015-03-01,46,0.889095285594656,0.0,3360.7801795478,0,4,7
73,duration_60th_percentile,2015-03-01,50,0.914466109942391,0.0,3456.6818955822378,0,3,3
74,duration_60th_percentile,2015-03-01,45,0.8970930505491393,0.0,3391.011731075746,0,7,8
75,duration_60th_percentile,2015-03-01,48,0.912432646202108,43.430200056689046,3492.4256027006572,1,4,5
76,duration_60th_percentile,2015-03-01,48,0.9152088917831336,0.0,3459.4896109402457,0,4,5
77,duration_60th_percentile,2015-03-01,48,0.8884832467241869,0.0,3358.4666726174255,0,3,5
78,duration_60th_percentile,2015-03-01,46,0.9008028069350675,5.231846084813924,3410.2664562993687,1,4,7
79,duration_60th_percentile,2015-03-01,46,0.916938246031272,0.0,3466.026569998209,0,6,7
80,duration_60th_percentile,2015-03-01,51,0.8443531698847799,0.0,3191.6549821644685,0,2,2
81,duration_60th_percentile,2015-03-01,44,0.8871576252903822,25.4967132473505,3378.952536844995,1,6,9
82,duration_60th_percentile,2015-03-01,45,0.9061435486550973,0.0,3425.222613916267,0,5,8
83,duration_60th_percentile,2015-03-01,48,0.8880679036944235,0.0,3356.896675964921,0,5,5
84,duration_60th_percentile,2015-03-01,45,0.9096553601758536,0.0,3438.4972614647263,0,5,8
85,duration_60th_percentile,2015-03-01,49,0.8552939482948229,0.0,3233.011124554431,0,3,4
86,duration_60th_percentile,2015-03-01,49,0.887871615158825,0.0,3356.1547053003583,0,4,4
87,duration_60th_percentile,2015-03-01,48,0.8952123527340043,0.0,3383.902693334536,0,4,5
88,duration_60th_percentile,2015-03-01,47,0.9625327878259763,76.38339072610495,3714.757328708295,2,4,6
89,duration_60th_percentile,2015-03-01,49,0.9226778547755586,14.69032960032132,3502.412620651933,1,4,4
90,duration_60th_percentile,2015-03-01,49,0.8974281658227954,16.346422356511425,3408.6248891666783,1,4,4
91,duration_60th_percentile,2015-03-01,51,0.9386341128777572,0.0,3548.0369466779216,0,2,2
92,duration_60th_percentile,2015-03-01,49,0.9072437918298082,5.611994554895205,3434.99352767157,1,3,4
93,duration_60th_percentile,2015-03-01,50,0.8621207641015091,2.7985345538146476,3261.615022857519,1,3,3
94,duration_60th_percentile,2015-03-01,48,0.8922027333053508,0.0,3372.526331894226,0,5,5
95,duration_60th_percentile,2015-03-01,49,0.8678719608829492,0.0,3280.556012137548,0,2,4
96,duration_60th_percentile,2015-03-01,48,0.90714036129903,61.717563323284935,3490.7081290336178,2,4,5
97,duration_60th_percentile,2015-03-01,45,0.8684322209099812,0.0,3282.673795039729,0,6,8
98,duration_60th_percentile,2015-03-01,46,0.8802021940824878,62.793695176566644,3389.9579888083704,1,5,7
99,duration_60th_percentile,2015-03-01,49,0.9619024028246616,182.5456873946033,3818.536770071824,1,3,4
100,duration_60th_percentile,2015-03-01,50,0.9395384313575519,116.86748101311389,3668.32275154466,2,2,3
101,duration_60th_percentile,2015-03-01,48,0.874302561318227,71.2524460232097,3376.116127806108,1,4,5
102,duration_60th_percentile,2015-03-01,49,0.9251382484413162,0.0,3497.0225791081757,0,4,4
103,duration_60th_percentile,2015-03-01,51,0.8865166950039468,22.720435350508296,3373.753542465427,1,2,2
104,duration_60th_percentile,2015-03-01,47,0.8910376790639283,0.0,3368.122426861649,0,4,6
105,duration_60th_percentile,2015-03-01,45,0.8922976471501878,1.7292884104799668,3374.61439463819,1,6,8
106,duration_60th_percentile,2015-03-01,47,0.9118271158237423,0.0,3446.706497813746,0,4,6
107,duration_60th_percentile,2015-03-01,47,0.9212586981200158,0.0,3482.3578788936597,0,5,6
108,duration_60th_percentile,2015-03-01,48,0.8853297400094714,0.07333574046742797,3346.6197529762694,1,5,5
109,duration_60th_percentile,2015-03-01,51,0.9476825214987653,0.0,3582.2399312653324,0,2,2
110,duration_60th_percentile,2015-03-01,44,0.8762425142604942,16.747968196209854,3328.944672100878,1,6,9
111,duration_60th_percentile,2015-03-01,46,0.9066304361496378,0.0,3427.063048645631,0,6,7
112,duration_60th_percentile,2015-03-01,45,0.8945094459515335,0.192434322510735,3381.4381400193074,1,4,8
113,duration_60th_percentile,2015-03-01,48,0.913013580007229,0.0,3451.1913324273255,0,3,5
114,duration_60th_percentile,2015-03-01,50,0.9381601838648981,252.25857979807483,3798.5040748073893,1,3,3
115,duration_60th_percentile,2015-03-01,45,0.8934404624090001,29.010793888689022,3406.215741794709,1,6,8
116,duration_60th_percentile,2015-03-01,51,0.9162950125781107,41.175032652366895,3504.7701801976255,2,2,2
117,duration_60th_percentile,2015-03-01,51,0.9405168587655611,10.001470561486713,3565.1551966953075,2,2,2
118,duration_60th_percentile,2015-03-01,48,0.8663601579100805,0.0,3274.841396900104,0,4,5
119,duration_60th_percentile,2015-03-01,48,0.911866702980468,19.57588862657792,3466.432025892747,1,5,5
120,duration_60th_percentile,2015-03-01,49,0.9161636849582937,0.0,3463.09872914235,0,3,4
121,duration_60th_percentile,2015-03-01,48,0.944236336331687,14.353157871637904,3583.566509205415,2,3,5
122,duration_60th_percentile,2015-03-01,48,0.882363335903525,0.0,3335.333409715324,0,4,5
123,duration_60th_percentile,2015-03-01,50,0.9247020775945783,7.369935092513856,3502.743788400019,2,2,3
124,duration_60th_percentile,2015-03-01,47,0.8997077776041004,0.0,3400.895399343499,0,5,6
125,duration_60th_percentile,2015-03-01,50,0.9401029054062965,13.942042741955106,3567.5310251777555,2,2,3
126,duration_60th_percentile,2015-03-01,46,0.8786500863256361,136.39265876200398,3457.689985072909,1,6,7
127,duration_60th_percentile,2015-03-01,49,0.859312893611599,0.0,3248.202737851844,0,4,4
128,duration_60th_percentile,2015-03-01,48,0.9410512912664384,32.4001529447753,3589.5740339319127,1,5,5
129,duration_60th_percentile,2015-03-01,49,0.900531081145534,13.214321528598134,3417.2218082587174,1,3,4
130,duration_60th_percentile,2015-03-01,47,0.859335103362029,60.39712911872118,3308.683819827191,2,4,6
131,duration_60th_percentile,2015-03-01,48,0.8456428571129252,0.0,3196.5299998868577,0,5,5
132,duration_60th_percentile,2015-03-01,44,0.9405207284301299,22.623936413436923,3577.792289879328,4,5,9
133,duration_60th_percentile,2015-03-01,49,0.833252498048008,0.0,3149.6944426214704,0,4,4
134,duration_60th_percentile,2015-03-01,51,0.8946009928935217,0.0,3381.591753137511,0,2,2
135,duration_60th_percentile,2015-03-01,47,0.929029331324072,0.0,3511.7308724049917,0,5,6
136,duration_60th_percentile,2015-03-01,47,0.8894376560962517,0.0,3362.0743400438314,0,5,6
137,duration_60th_percentile,2015-03-01,52,0.919338225928423,15.283488142867895,3490.381982152307,1,1,1
138,duration_60th_percentile,2015-03-01,47,0.9573268337945351,39.0469750680528,3657.742406811396,2,3,6
139,duration_60th_percentile,2015-03-01,51,0.9242060076525359,5.640632591199164,3499.1393415177845,1,2,2
140,duration_60th_percentile,2015-03-01,46,0.9046281584611195,0.0,3419.4944389830325,0,5,7
141,duration_60th_percentile,2015-03-01,49,0.8361538963047741,0.0,3160.6617280320465,0,4,4
142,duration_60th_percentile,2015-03-01,46,0.8837973703956378,2.818918022660341,3343.572978118171,1,5,7
143,duration_60th_percentile,2015-03-01,50,0.879086452613666,12.208179903472796,3335.1549707831305,1,3,3
144,duration_60th_percentile,2015-03-01,50,0.9563450013387513,114.33395622252908,3729.3180612830092,3,2,3
145,duration_60th_percentile,2015-03-01,47,0.9249254807100561,48.30156740518407,3544.519884489196,1,5,6
146,duration_60th_percentile,2015-03-01,44,0.8792920952406847,0.0,3323.724120009788,0,6,9
147,duration_60th_percentile,2015-03-01,50,0.8919390518396556,0.0,3371.529615953898,0,3,3
148,duration_60th_percentile,2015-03-01,49,0.9441815417538278,47.17670454999825,3616.1829323794677,1,4,4
149,duration_60th_percentile,2015-03-01,50,0.9368774922024937,28.478954022537664,3569.8758745479636,1,3,3
150,duration_60th_percentile,2015-03-01,47,0.8817249109548476,0.0,3332.920163409324,0,5,6
151,duration_60th_percentile,2015-03-01,49,0.8650173646645491,0.0,3269.7656384319957,0,4,4
152,duration_60th_percentile,2015-03-01,47,0.9481812789409453,13.65884528980564,3597.784079686579,3,4,6
153,duration_60th_percentile,2015-03-01,51,0.9333460177014812,68.63027779947652,3596.678224711076,2,2,2
154,duration_60th_percentile,2015-03-01,50,0.8683998163749942,0.0,3282.5513058974784,0,3,3
155,duration_60th_percentile,2015-03-01,51,0.9546284259072293,103.39772231511006,3711.8931722444368,2,2,2
156,duration_60th_percentile,2015-03-01,47,0.8866680319858364,0.7648570272766619,3352.370017933739,1,4,6
157,duration_60th_percentile,2015-03-01,50,0.8700545100333861,0.0,3288.8060479261994,0,3,3
158,duration_60th_percentile,2015-03-01,48,0.8912474758444474,0.0,3368.9154586920113,0,5,5
159,duration_60th_percentile,2015-03-01,44,0.8351507452490553,0.0,3156.869817041429,0,5,9
160,duration_60th_percentile,2015-03-01,49,0.8226529644943439,0.0,3109.62820578862,0,4,4
161,duration_60th_percentile,2015-03-01,51,0.8750537127079688,0.0,3307.7030340361225,0,2,2
162,duration_60th_percentile,2015-03-01,45,0.9111090414310042,74.89856897954166,3518.8907455887384,1,5,8
163,duration_60th_percentile,2015-03-01,44,0.9142712820898876,66.15508722848483,3522.1005335282603,2,6,9
164,duration_60th_percentile,2015-03-01,46,0.880925948264767,0.0,3329.9000844408192,0,5,7
165,duration_60th_percentile,2015-03-01,45,0.9082045532222833,22.03982131560724,3455.053032495838,1,5,8
166,duration_60th_percentile,2015-03-01,51,0.9304927008380501,5.8247192390776945,3523.087128406907,2,2,2
167,duration_60th_percentile,2015-03-01,49,0.889120224501686,5.29873298113273,3366.173181597506,1,3,4
168,duration_60th_percentile,2015-03-01,45,0.8852689346499697,0.0,3346.3165729768857,0,5,8
169,duration_60th_percentile,2015-03-01,46,0.861150327850272,0.0,3255.1482392740286,0,6,7
170,duration_60th_percentile,2015-03-01,48,0.8471950905968029,0.0,3202.397442455915,0,4,5
171,duration_60th_percentile,2015-03-01,45,0.8823740142400266,0.0,3335.373773827301,0,5,8
172,duration_60th_percentile,2015-03-01,47,0.8752010265759048,0.0,3308.2598804569207,0,4,6
173,duration_60th_percentile,2015-03-01,49,0.9746165689800598,86.25909131759158,3770.3097220622176,3,3,4
174,duration_60th_percentile,2015-03-01,49,0.9000645410588598,29.583103381895512,3431.8270685843854,1,4,4
175,duration_60th_percentile,2015-03-01,49,0.9100967992303071,0.0,3440.165901090561,0,4,4
176,duration_60th_percentile,2015-03-01,48,0.925493768123053,0.0,3498.3664435051405,0,3,5
177,duration_60th_percentile,2015-03-01,50,0.8492615805681822,0.0,3210.2087745477293,0,3,3
178,duration_60th_percentile,2015-03-01,47,0.8721160522730127,0.0,3296.5986775919882,0,4,6
179,duration_60th_percentile,2015-03-01,46,0.9244734295317183,7.807521481297954,3502.317085111193,1,5,7
180,duration_60th_percentile,2015-03-01,47,0.9285978836228209,0.0,3510.1000000942627,0,4,6
181,duration_60th_percentile,2015-03-01,49,0.9134244732964512,29.805990218106672,3482.550499278692,1,3,4
182,duration_60th_percentile,2015-03-01,48,0.88762826167754,0.0,3355.234829141101,0,5,5
183,duration_60th_percentile,2015-03-01,47,0.921360373064984,0.0,3482.742210185639,0,3,6
184,duration_60th_percentile,2015-03-01,48,0.8660216262177792,0.0,3273.5617471032056,0,5,5
185,duration_60th_percentile,2015-03-01,45,0.900660696571286,0.703629469516045,3405.201062508977,1,4,8
186,duration_60th_percentile,2015-03-01,50,0.917564181246508,0.0,3468.3926051118,0,2,3
187,duration_60th_percentile,2015-03-01,49,0.9517686826241771,1.2933993294273023,3598.979019648817,1,4,4
188,duration_60th_percentile,2015-03-01,49,0.9301338136721213,63.863123939714,3579.7689396203323,2,3,4
189,duration_60th_percentile,2015-03-01,44,0.8675148737822678,0.0,3279.206222896972,0,7,9
190,duration_60th_percentile,2015-03-01,49,0.9341531323390331,1.7811226513999827,3532.8799628929446,1,3,4
191,duration_60th_percentile,2015-03-01,45,0.8620284152156448,0.0,3258.4674095151377,0,6,8
192,duration_60th_percentile,2015-03-01,50,0.9459838218064544,6.397817332039949,3582.2166637604378,1,2,3
193,duration_60th_percentile,2015-03-01,47,0.9306141617583462,97.39089862843889,3615.112430074987,1,5,6
194,duration_60th_percentile,2015-03-01,52,0.9407963388103724,114.07845857611733,3670.2886192793253,1,1,1
195,duration_60th_percentile,2015-03-01,47,0.9413904683350595,0.0,3558.455970306525,0,5,6
196,duration_60th_percentile,2015-03-01,48,0.8961066005156807,0.0,3387.2829499492727,0,4,5
197,duration_60th_percentile,2015-03-01,48,0.9515214285211607,0.0,3596.750999809988,0,5,5
198,duration_60th_percentile,2015-03-01,49,0.8901219476549281,0.0,3364.660962135628,0,4,4
199,duration_60th_percentile,2015-03-01,50,0.9045910953416648,32.46637354823042,3451.820713939723,1,3,3
200,duration_60th_percentile,2015-03-01,50,0.9151293189911038,0.0,3459.188825786372,0,2,3
201,duration_60th_percentile,2015-03-01,44,0.9390104830500225,26.856759584100587,3576.316385513185,1,4,9
202,duration_60th_percentile,2015-03-01,44,0.8620632319398657,0.0,3258.5990167326922,0,6,9
203,duration_60th_percentile,2015-03-01,47,0.8799005800334897,0.0,3326.0241925265914,0,5,6
204,duration_60th_percentile,2015-03-01,47,0.9134117714975803,13.882803140084889,3466.5792994009385,1,6,6
205,duration_60th_percentile,2015-03-01,51,0.927806062436245,0.0,3507.1069160090055,0,2,2
206,duration_60th_percentile,2015-03-01,43,0.9023463408925467,0.0,3410.8691685738263,0,6,10
207,duration_60th_percentile,2015-03-01,52,0.8803806204923317,32.85629063838894,3360.695036099403,2,1,1
208,duration_60th_percentile,2015-03-01,49,0.8996399279524541,40.40653776790657,3441.0454654281834,1,3,4
209,duration_60th_percentile,2015-03-01,51,0.9024385200159305,7.292720371836253,3418.5103260320534,1,2,2
210,duration_60th_percentile,2015-03-01,48,0.8886350115497723,0.0,3359.040343658139,0,4,5
211,duration_60th_percentile,2015-03-01,47,0.9271941446350268,0.0,3504.793866720401,0,4,6
212,duration_60th_percentile,2015-03-01,45,0.9079335305228022,0.0,3431.9887453761926,0,4,8
213,duration_60th_percentile,2015-03-01,50,0.8755602280338308,0.6072142860742815,3310.2248762539543,1,3,3
214,duration_60th_percentile,2015-03-01,49,0.8801533306803649,9.721780965052403,3336.701370936831,2,3,4
215,duration_60th_percentile,2015-03-01,50,0.8981929792066522,0.0,3395.1694614011453,0,3,3
216,duration_60th_percentile,2015-03-01,48,0.9087164829053981,29.032251902138455,3463.980557284543,1,5,5
217,duration_60th_percentile,2015-03-01,49,0.8981078159948858,0.8113997320000408,3395.6589441926685,1,4,4
218,duration_60th_percentile,2015-03-01,45,0.9281944837060321,49.96137645586441,3558.536524864666,1,6,8
219,duration_60th_percentile,2015-03-01,46,0.9290307441484835,0.0,3511.736212881268,0,5,7
220,duration_60th_percentile,2015-03-01,50,0.8917617428581818,0.0,3370.8593880039266,0,3,3
221,duration_60th_percentile,2015-03-01,45,0.9328077387623254,105.6787243257088,3631.691976847299,1,5,8
222,duration_60th_percentile,2015-03-01,48,0.9005181252964851,0.0,3403.9585136207133,0,4,5
223,duration_60th_percentile,2015-03-01,48,0.8720490749581978,0.0,3296.345503341988,0,4,5
224,duration_60th_percentile,2015-03-01,51,0.8820482467415754,1.4737863015474204,3335.6161589847025,1,2,2
225,duration_60th_percentile,2015-03-01,49,0.8718801046290415,0.0,3295.7067954977765,0,4,4
226,duration_60th_percentile,2015-03-01,48,0.8759594657871307,0.0,3311.126780675354,0,5,5
227,duration_60th_percentile,2015-03-01,47,0.9307364511538879,79.32024571181694,3597.504031073513,1,5,6
228,duration_60th_percentile,2015-03-01,49,0.9074799821104611,0.0,3430.2743323775435,0,2,4
229,duration_60th_percentile,2015-03-01,47,0.9257824865776804,0.0,3499.4577992636314,0,4,6
230,duration_60th_percentile,2015-03-01,51,0.9425772026470641,33.99889790581642,3596.940723911719,1,2,2
231,duration_60th_percentile,2015-03-01,51,0.8851057598075129,0.0,3345.699772072399,0,2,2
232,duration_60th_percentile,2015-03-01,50,0.8635464837171604,0.0,3264.2057084508665,0,3,3
233,duration_60th_percentile,2015-03-01,49,0.9192081706680827,0.0,3474.606885125352,0,3,4
234,duration_60th_percentile,2015-03-01,49,0.8864367548935705,0.8218638117986075,3351.5527973094954,1,3,4
235,duration_60th_percentile,2015-03-01,51,0.8557306925458218,0.0,3234.662017823206,0,2,2
236,duration_60th_percentile,2015-03-01,47,0.9233327141538086,2.499294998710411,3492.6969545001066,1,5,6
237,duration_60th_percentile,2015-03-01,47,0.8761690148294443,0.0,3311.9188760552997,0,5,6
238,duration_60th_percentile,2015-03-01,48,0.9052374675273986,7.1098298301402565,3428.907457083707,1,4,5
239,duration_60th_percentile,2015-03-01,48,0.9031233830399088,15.66527909503668,3429.4716669858913,1,4,5
240,duration_60th_percentile,2015-03-01,48,0.8632371025522891,0.0,3263.036247647653,0,4,5
241,duration_60th_percentile,2015-03-01,46,0.9199410306617117,13.092221667889817,3490.46931756916,1,4,7
242,duration_60th_percentile,2015-03-01,48,0.8675300618584768,8.174219102051552,3287.4378529270934,1,4,5
243,duration_60th_percentile,2015-03-01,50,0.9497385302037138,19.0339312245909,3609.0455753946285,1,3,3
244,duration_60th_percentile,2015-03-01,50,0.9669820531898082,28.445847083004082,3683.6380081404795,1,2,3
245,duration_60th_percentile,2015-03-01,47,0.9338799936039078,0.0,3530.066375822772,0,3,6
246,duration_60th_percentile,2015-03-01,49,0.8598764803339296,0.0,3250.333095662254,0,4,4
247,duration_60th_percentile,2015-03-01,45,0.8928300260151337,11.895699410112343,3386.793197747317,1,5,8
248,duration_60th_percentile,2015-03-01,48,0.8636248510599241,0.0,3264.501937006513,0,3,5
249,duration_60th_percentile,2015-03-01,45,0.9080890452543723,54.70882511847185,3487.285416179999,1,4,8
250,duration_60th_percentile,2015-03-01,50,0.9509653244910924,34.44208690023265,3629.091013476562,1,3,3
251,duration_60th_percentile,2015-03-01,48,0.8814516976257519,6.189089553395206,3338.0765065787373,1,3,5
252,duration_60th_percentile,2015-03-01,50,0.9046245143094079,38.60191388744647,3458.0825779770094,2,3,3
253,duration_60th_percentile,2015-03-01,49,0.9114475955161679,53.435527430146635,3498.7074384812618,1,4,4
254,duration_60th_percentile,2015-03-01,49,0.9200031288903575,9.461386789195899,3487.0732139947477,1,4,4
255,duration_60th_percentile,2015-03-01,47,0.9434824224867355,13.157711799894855,3579.521268799755,2,4,6
256,duration_60th_percentile,2015-03-01,48,0.9312772023995564,65.78080667741483,3586.008631747738,1,4,5
257,duration_60th_percentile,2015-03-01,47,0.9743419490421081,11.172281223511618,3694.18484860268,1,5,6
258,duration_60th_percentile,2015-03-01,47,0.9284532512061705,89.48950338791042,3599.042792947235,1,4,6
259,duration_60th_percentile,2015-03-01,47,0.9313892272380724,0.0,3520.6512789599133,0,4,6
260,duration_60th_percentile,2015-03-01,46,0.8842368219923459,0.0,3342.4151871310673,0,5,7
261,duration_60th_percentile,2015-03-01,46,0.8810795279783201,0.0,3330.48061575805,0,5,7
262,duration_60th_percentile,2015-03-01,48,0.9406562841000453,0.0,3555.6807538981716,0,4,5
263,duration_60th_percentile,2015-03-01,49,0.8370311425670574,0.0,3163.9777189034776,0,2,4
264,duration_60th_percentile,2015-03-01,46,0.9252483755584446,0.0,3497.4388596109206,0,4,7
265,duration_60th_percentile,2015-03-01,52,0.8734348474760593,0.0,3301.5837234595037,0,1,1
266,duration_60th_percentile,2015-03-01,50,0.9601031814653902,321.3259712536435,3950.5159971928183,1,2,3
267,duration_60th_percentile,2015-03-01,50,0.9245764385072855,19.955767438369207,3514.8547049959084,1,3,3
268,duration_60th_percentile,2015-03-01,45,0.8787553337172719,0.0,3321.695161451288,0,5,8
269,duration_60th_percentile,2015-03-01,51,0.9143325226733593,86.03184811410551,3542.208783819403,1,2,2
270,duration_60th_percentile,2015-03-01,49,0.8915327913908923,0.0,3369.9939514575726,0,2,4
271,duration_60th_percentile,2015-03-01,49,0.8844615620698255,0.0,3343.2647046239404,0,4,4
272,duration_60th_percentile,2015-03-01,47,0.8937700570582946,0.0,3378.450815680353,0,6,6
273,duration_60th_percentile,2015-03-01,49,0.8922981801062428,0.0,3372.8871208015976,0,3,4
