,iteration,objective type,disruptions?,perfect_information_bool,days_considered_tardy,week,total tardiness,number of patients tardy,average wait time (priority < 0.33),average wait_time (0.33 < priority < 0.66),average wait time 0.66 < priority,number of surgeries scheduled,num sessions,num surgeries cancelled,cancelation proportion
141,1,t&p matrix,False,True,91,49,0,0,25.512820512820515,5.487179487179487,2.641025641025641,39,8,0,0.0
142,1,t&p matrix,False,True,91,50,0,0,32.51219512195122,16.51219512195122,2.4390243902439024,41,8,0,0.0
143,1,t&p matrix,False,True,91,51,0,0,15.0,11.772727272727273,4.659090909090909,44,10,0,0.0
144,1,t&p matrix,False,False,91,1,1071,44,27.468354430379748,19.848101265822784,42.936708860759495,79,11,2,0.024691358024691357
145,1,t&p matrix,False,False,91,2,15,1,6.923076923076923,2.076923076923077,27.794871794871796,39,5,3,0.07142857142857142
146,1,t&p matrix,False,False,91,3,0,0,10.93939393939394,22.939393939393938,23.696969696969695,33,6,1,0.029411764705882353
147,1,t&p matrix,False,False,91,4,0,0,35.705882352941174,44.05882352941177,-0.058823529411764705,17,3,1,0.05555555555555555
148,1,t&p matrix,False,False,91,6,66,2,14.0,13.038461538461538,33.86538461538461,52,8,2,0.037037037037037035
149,1,t&p matrix,False,False,91,7,0,0,31.125,24.8125,11.21875,32,6,1,0.030303030303030304
150,1,t&p matrix,False,False,91,8,0,0,23.08,12.12,32.84,25,5,3,0.10714285714285714
151,1,t&p matrix,False,False,91,9,21,3,34.333333333333336,33.95238095238095,21.61904761904762,21,5,0,0.0
152,1,t&p matrix,False,False,91,10,1,1,15.695652173913043,12.652173913043478,18.695652173913043,46,8,3,0.061224489795918366
153,1,t&p matrix,False,False,91,11,0,0,39.125,32.40625,4.75,32,8,2,0.058823529411764705
154,1,t&p matrix,False,False,91,12,7,2,24.24390243902439,16.121951219512194,7.146341463414634,41,7,2,0.046511627906976744
155,1,t&p matrix,False,False,91,13,25,2,23.933333333333334,35.733333333333334,7.533333333333333,30,5,1,0.03225806451612903
156,1,t&p matrix,False,False,91,14,0,0,17.166666666666668,19.571428571428573,14.5,42,7,2,0.045454545454545456
157,1,t&p matrix,False,False,91,15,1,1,48.88461538461539,16.346153846153847,3.1153846153846154,26,6,3,0.10344827586206896
158,1,t&p matrix,False,False,91,16,0,0,24.727272727272727,24.757575757575758,12.272727272727273,33,6,2,0.05714285714285714
159,1,t&p matrix,False,False,91,17,0,0,27.513513513513512,19.324324324324323,7.621621621621622,37,7,3,0.075
160,1,t&p matrix,False,False,91,18,48,2,2.3333333333333335,17.313725490196077,9.098039215686274,51,7,1,0.019230769230769232
161,1,t&p matrix,False,False,91,19,0,0,6.5,28.785714285714285,20.392857142857142,28,7,1,0.034482758620689655
162,1,t&p matrix,False,False,91,20,0,0,24.07843137254902,19.45098039215686,6.96078431372549,51,7,1,0.019230769230769232
163,1,t&p matrix,False,False,91,21,15,1,28.11111111111111,27.666666666666668,9.75,36,8,1,0.02702702702702703
164,1,t&p matrix,False,False,91,22,6,1,24.613636363636363,23.25,8.704545454545455,44,7,1,0.022222222222222223
165,1,t&p matrix,False,False,91,23,1,1,52.65,22.35,13.7,20,5,1,0.047619047619047616
